,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.032606874,-0.22799541,0.013671875,-0.09448063,0.22109506,-0.07908896,3.332812,-0.18041722,-0.105988264,-1.0105819,0.22634046,-0.67269397,-0.28852472,-1.3680421,-0.3967288,0.5998608,-1.4234257,0.8358958,-1.0601728,16.087717,-0.116176024
1,0.016779797,-0.6495482,0.014814582,-0.0774411,0.19771129,-0.15628944,6.587803,-0.14957418,-0.09750776,-1.2672064,0.017329141,-0.15859438,-0.117818035,2.0653973,-0.3241337,0.72743046,-1.1411096,1.009642,6.7848887,26.123447,0.11935823
2,0.006272317,-0.64248997,0.018107971,0.0832771,0.19785734,-0.15905493,6.7088823,-0.15814792,-0.090307824,-1.2647808,0.098155044,-0.15629344,-0.15529783,2.0254,-0.11941613,0.60921764,-1.1456126,0.69326717,7.272823,26.667488,0.10983753
3,0.033372644,-0.21112186,0.005070065,-0.17880982,-0.17055702,-0.077052146,4.5839047,-0.15114191,0.12216479,-0.9983996,0.22472872,-0.9546511,-0.15136041,0.458338,-0.38024494,0.9654604,-1.2272084,1.2778314,-1.2576317,18.3046,0.62603116
4,0.03267888,-0.21181297,0.0048074275,-0.17889968,-0.17146811,-0.07562373,4.5830812,-0.15123385,0.12009538,-0.9730275,0.26222658,-0.9329215,-0.15171012,0.46224433,-0.38001448,0.9741774,-1.2285188,1.2752941,-1.2231325,18.344206,0.5534522
5,0.026627297,-0.64979416,0.025246253,-0.2683705,0.03606161,-0.16612446,7.1778655,-0.15065736,-0.062110454,-1.2582791,-0.013361203,-0.20639133,-0.11926331,2.1356282,-0.27173406,0.87912494,-0.94817084,0.5289594,6.821509,25.69116,0.37026164
6,0.015103794,-0.64747036,0.022745978,-0.18455744,0.20477816,-0.15425922,6.5999794,-0.15272582,-0.091242574,-1.238586,0.019384664,-0.16192022,-0.12814097,2.079909,-0.2848242,0.6022737,-1.1398231,0.8549171,7.004413,25.920023,0.13688417
7,0.031769734,-0.21060215,0.00482306,-0.17893234,-0.16664071,-0.0766581,4.584589,-0.1508264,0.122089945,-0.9826123,0.2283477,-0.9544905,-0.14557965,0.44721553,-0.37698835,0.97751087,-1.2269188,1.2769283,-1.2121513,18.329004,0.6195028
8,0.021197997,-0.64403737,0.025698666,-0.29418775,0.031773873,-0.15653116,8.6557455,-0.15724874,-0.11583277,-1.6236757,-0.115727626,-0.15107937,-0.15618654,2.1256168,-0.20817249,0.69503665,4.5772414,0.5358042,6.0483174,31.735575,0.97557914
9,0.025322707,-0.71278167,0.012814138,0.005491319,0.2666458,-0.15811297,5.333591,-0.1743598,-0.08828549,-0.25563508,-0.015430239,-0.15162577,-0.17467816,-2.6778011,-0.20207909,0.43302357,-1.1784277,0.5855965,4.9288483,21.717663,0.07935511
10,0.012130777,-0.64683765,0.016837025,0.09884929,0.19711952,-0.173842,6.7067847,-0.1567842,-0.08466529,-1.2687527,-0.03388814,-0.15605399,-0.14392453,2.0687943,-0.12522209,0.55632937,-1.1419486,0.67639506,7.278659,26.631536,0.0819573
11,0.0027760982,-0.6387926,0.024748564,0.36544418,0.19626424,-0.09019841,6.7080193,-0.15087055,-0.12243003,-1.274129,-0.014426325,-0.15886775,-0.16914625,2.1753228,-0.1108657,0.64809316,-1.1442456,0.578836,7.503332,26.846174,0.11508697
12,0.025612058,-0.6498103,0.01226665,-0.17819072,0.20139043,-0.1458366,6.581465,-0.15122853,-0.09498516,-1.1120136,-0.007230113,-0.1572171,-0.13249545,2.1311822,-0.29043433,0.6177007,-1.1330298,1.0281365,6.918058,26.27446,0.08573746
13,0.008157387,-0.6477557,0.023730287,0.14707235,0.20034578,-0.16769888,6.6158113,-0.15441656,-0.1308608,-1.2514596,-0.008262275,-0.16310008,-0.12311379,2.1805298,-0.28328857,0.5776545,-1.1383314,0.59400815,7.031662,26.06022,0.12443331
14,0.013178045,-0.20899649,0.01379163,-0.21213831,0.15773019,-0.078442946,3.7791457,-0.15397634,-0.11333475,-0.9372059,0.2290592,-0.698851,-0.14941886,0.4708955,-0.40994662,0.81684035,-1.3847219,1.2223179,-1.6671137,17.904072,-0.077102534
15,0.012457509,-0.64645725,0.016050618,0.077977054,0.19969395,-0.15821536,6.7085943,-0.1552657,-0.08722518,-1.2731285,0.014286742,-0.15838845,-0.15707713,2.0539815,-0.15022,0.67208385,-1.1424397,0.69152945,7.2989287,26.777077,0.12399722
16,0.010221872,-0.21025302,0.013334813,-0.18944626,0.15790965,-0.079510145,3.7813308,-0.15365036,-0.112404995,-0.94909066,0.20211594,-0.69998974,-0.14815098,0.5328699,-0.41385466,0.8062881,-1.3841792,1.2219841,-1.6749401,17.868063,-0.08083476
17,0.01700432,-0.64266735,0.021978479,-0.24177265,0.20189822,-0.1661193,6.256492,-0.15247086,-0.11781942,-1.1891916,0.10241333,-0.15010384,-0.10646911,1.4046603,-0.2327968,0.39866397,-1.1672926,0.32916087,6.5913825,24.855843,0.11478414
18,0.02782817,-0.71271574,0.013889796,-0.1363199,0.27045307,-0.15831125,5.3309093,-0.17516273,-0.092565805,-0.24369651,-0.015158047,-0.1523168,-0.17437601,-2.669458,-0.20308656,0.43320236,-1.1802018,0.80249655,4.856812,21.69533,0.08156553
19,0.014513571,-0.208833,0.0134671535,-0.21375307,0.15804456,-0.07842724,3.7787733,-0.15353857,-0.112532504,-0.9368551,0.22938749,-0.6986602,-0.14917886,0.46809378,-0.4087807,0.82545096,-1.3841166,1.2223928,-1.6313399,17.930971,-0.07496631
20,0.025613649,-0.6548577,-0.018779993,0.04845865,-0.21644792,-0.021703083,8.028513,-0.15897869,-0.02197095,-1.6482142,-0.09701971,-0.16522957,-0.13843536,1.8149538,0.7926859,0.80922353,7.3355136,0.44054127,6.0132856,35.790127,-0.082642816
21,0.030270021,-0.234878,0.0063553466,-0.3626483,0.050929595,-0.051755823,3.9130235,-0.1620209,0.04667245,-0.9108529,-0.0016211816,-0.9668249,-0.13881965,0.51831156,-0.45063815,0.9352409,-1.3738508,0.7383367,-3.0828185,16.130949,0.13029978
22,0.039661955,-0.2078137,0.0007528177,-0.22455928,0.049871136,-0.078484446,5.659205,-0.15802777,0.27252823,-0.09868567,-0.0867516,-0.48192698,-0.14895038,0.5608159,-0.28080168,0.6045366,-1.1356333,1.0963079,1.6162964,21.09925,-0.048397176
23,0.022862606,-0.63317245,0.015815053,-0.08169748,0.20428528,-0.16250953,6.7030363,-0.15351525,-0.12809744,-1.063571,-0.09299291,-0.16337167,-0.15410922,2.040418,-0.14868999,0.67361116,-1.1427733,0.9750267,7.258711,26.630043,0.11892336
24,0.015690384,-0.64792997,0.016313005,-0.08600448,0.20039536,-0.15730378,6.7039547,-0.15533489,-0.0890478,-1.2552224,-0.014388752,-0.15733626,-0.15925711,2.11929,-0.15385517,0.66204214,-1.1427604,0.961965,7.264394,26.670471,0.12216646
25,0.010039551,-0.21034381,0.0133201815,-0.18772282,0.20202814,-0.08034737,3.39176,-0.16320367,-0.11178855,-0.9392063,0.056480702,-0.6995677,-0.14666033,0.5310572,-0.45483553,0.80354077,-1.4274069,1.204194,-2.5849085,17.007544,0.3777321
26,0.032481935,-0.21419644,0.00015952936,-0.18626642,0.037111122,-0.09030926,3.7408087,-0.16082245,0.12504855,-1.0010307,-0.0029655234,-0.9529042,-0.14235431,0.6307235,-0.4442007,0.84706557,-1.3759013,1.0654843,-3.7991488,15.752316,0.22025584
27,0.015505451,-0.6479208,0.016478226,-0.084911995,0.19887516,-0.15668435,6.6789327,-0.15606305,-0.045344073,-1.2468169,0.012794996,-0.1567751,-0.16112427,2.0520096,-0.22195964,0.8106589,-1.1489236,0.9679919,7.2533174,26.615112,0.12279666
28,0.009216735,-0.21326035,0.008689322,-0.15816852,0.20116384,-0.07668432,3.3464139,-0.16174914,-0.11521164,-0.92972636,0.02384884,-0.6950573,-0.14713816,0.56076175,-0.4404241,0.72565204,-1.4347829,1.1238072,-2.9624283,16.640076,0.7710257
29,0.040063206,-0.7138982,0.013508011,-0.19888274,0.269203,-0.17048255,5.2938156,-0.175766,-0.08092602,-0.2493445,0.012691689,-0.15268292,-0.27828604,-2.8394907,-0.22879252,0.35991216,-1.1703335,0.8241173,4.0921364,20.989288,0.06706966
30,0.012172183,-0.2120133,0.009297214,-0.15895584,0.20320949,-0.07717372,5.4667406,-0.16257556,0.27730316,-0.2777038,0.02126347,-0.2139388,-0.14712122,0.56394005,-0.28699118,0.5602506,-1.1971713,1.1314166,3.036381,22.513418,1.145337
31,0.013455066,-0.6476164,0.017194217,-0.086543396,0.19879094,-0.18072511,6.6746974,-0.15600614,-0.058882527,-1.2101449,-0.014177173,-0.15712608,-0.15962476,2.121818,-0.22449617,0.80112743,-1.1473013,0.96666056,7.2556715,26.592726,0.11845438
32,0.026330225,-0.6469404,0.014958589,-0.14976107,0.20182694,-0.15706812,6.5910773,-0.15081452,-0.086018994,-1.2675034,0.022389138,-0.15832303,-0.14211693,2.0695448,-0.27143767,0.607678,-1.1335104,1.0089722,6.5694475,25.915956,0.10354313
33,0.013033338,-0.2107598,0.013699718,-0.21363859,0.15661627,-0.07806388,3.778474,-0.15418917,-0.113055974,-0.9402527,0.20090932,-0.6986915,-0.15111674,0.54359293,-0.41056523,0.8042226,-1.3841616,1.2192601,-1.6664991,17.887915,-0.079509854
34,0.009714438,-0.6480102,0.016037427,-0.046947673,0.19929434,-0.17468283,6.682101,-0.15620373,-0.055520326,-1.2444361,-0.010120753,-0.16281651,-0.16105942,2.1092956,-0.2227559,0.80199355,-1.1477746,0.9758848,7.2552395,26.584578,0.114139065
35,0.007749642,-0.20967223,0.012500938,-0.18257026,0.19835241,-0.08094534,3.6895523,-0.16037594,-0.11579151,-0.95290047,0.20495336,-0.70184356,-0.14380106,0.58321935,-0.4574536,0.8151832,-1.3863897,1.2107642,-1.8302636,17.74585,-0.04509202
36,0.01696623,-0.63335204,0.015316145,-0.08398098,0.20279595,-0.1855675,6.7043366,-0.15354477,-0.13021827,-1.1578882,-0.065855734,-0.16469736,-0.15287678,2.104435,-0.15244174,0.6656396,-1.1428059,0.9696266,7.269304,26.671204,0.12183204
37,0.021687558,-0.21135092,0.009200376,-0.19150974,0.20249903,-0.075053655,5.863247,-0.16183968,0.27707052,-0.2700357,-0.017674027,-0.21392056,-0.148127,0.6399772,-0.2801078,0.55353093,-1.1582308,1.1225587,3.969089,23.420433,1.125607
38,0.013283189,-0.20863365,0.01367997,-0.21287373,0.15723683,-0.0783022,3.7810109,-0.15359579,-0.11051443,-0.93096125,0.20013916,-0.69779885,-0.14603922,0.5261719,-0.4099662,0.8190884,-1.3853018,1.2209444,-1.6256676,17.903582,-0.07698768
39,0.013505604,-0.2089831,0.013607927,-0.21315038,0.15731786,-0.07829254,3.7783644,-0.15375327,-0.11213598,-0.9379508,0.20015967,-0.69860405,-0.15005219,0.53912485,-0.41331375,0.8047562,-1.3854358,1.2211123,-1.6674633,17.885506,-0.07854449
40,0.009766686,-0.6440461,0.020224923,-0.045579985,0.028204486,-0.17616516,8.638191,-0.1588892,-0.049402997,-1.8227721,-0.011258447,-0.14768177,-0.152975,2.1033835,-0.20670544,0.6653826,4.555019,0.9346365,5.999332,32.230675,0.9924511
41,0.011372049,-0.6468616,0.015308328,-0.050711703,0.20153694,-0.1596098,6.707479,-0.15907232,-0.08816307,-1.2768463,-0.014253834,-0.15995446,-0.16138507,2.1469717,-0.15766387,0.67044973,-1.143715,0.96449083,8.581991,26.78684,0.118261226
42,0.017711993,-0.63963586,0.01628591,-0.08499721,0.20056525,-0.161782,6.683754,-0.15387629,-0.0834685,-1.1921179,-0.064596124,-0.16459247,-0.15596904,2.1056762,-0.22489777,0.8093963,-1.1451123,0.97243387,7.24961,26.61112,0.12158704
43,0.019832531,-0.6384701,0.01597782,-0.09092561,0.20039725,-0.17185675,5.3809853,-0.15515938,-0.08911635,-0.25095916,-0.027805828,-0.1520314,-0.120908745,-1.7312735,-0.15438473,0.43084782,-1.1725234,0.7821916,4.685795,22.68692,0.08308005
44,0.011030451,-0.23558368,0.013853233,-0.3904118,0.158192,-0.07456968,3.775081,-0.15601549,-0.10869089,-0.9213465,0.20313932,-0.7000373,-0.145967,0.5344558,-0.4238487,0.7954147,-1.3861532,0.7364441,-1.674611,17.455372,-0.08490715
45,0.017010408,-0.63300234,0.022781854,-0.29351306,0.20168582,-0.1799515,6.681553,-0.155185,-0.118991956,-1.1604019,-0.06445729,-0.16363269,-0.16540135,2.1337755,-0.23347597,0.7990898,-1.1490171,0.5836258,7.273373,26.257061,0.11450634
46,0.011489851,-0.20980747,0.012717973,-0.21378541,0.1567987,-0.10270359,3.774575,-0.15152465,-0.120217465,-0.9158729,0.2272605,-0.7001321,-0.14642006,0.44998857,-0.411933,0.80726796,-1.3846506,1.2214634,-1.6705389,17.946417,-0.082553886
47,0.0026915208,-0.6450522,0.014505761,0.30465084,0.19607891,-0.09713242,6.707682,-0.15029798,-0.088385105,-1.2715223,-0.013942619,-0.15834484,-0.15679803,2.1213324,-0.10286582,0.65538025,-1.1422664,0.6954262,7.3402963,26.984875,0.118291944
48,0.03027958,-0.648181,0.0077393646,-0.026637029,0.035435766,-0.15620427,7.265834,-0.1547985,0.027242633,-1.3206376,0.012589543,-0.20048143,-0.15291338,2.0395997,-0.20998353,1.1491294,-0.9565083,0.95769525,7.2219963,26.506796,0.37078533
49,0.028745737,-0.6462102,0.015449171,-0.17925754,0.20035379,-0.15594351,6.587343,-0.15104577,-0.08538973,-1.2588255,-0.010982702,-0.15778522,-0.14424747,2.1478505,-0.27186543,0.59471226,-1.1352024,1.0088706,6.5623593,25.91671,0.10258494
50,0.028411373,-0.6538531,0.015476809,-0.25887677,0.04641018,-0.17133869,7.214066,-0.15041788,-0.094232306,-1.2435491,0.0103768585,-0.20249175,-0.11735951,2.0778434,-0.27123538,0.90471864,-0.94724816,0.57996476,6.8965764,25.55439,0.36684474
51,0.044955317,-0.66220766,0.001830958,0.19027638,0.038124274,0.067292005,6.494818,-0.14535376,0.35377845,-0.35413358,-0.001913291,-0.2009611,-0.1300033,0.6137012,-0.19577208,0.9055148,-0.9390749,0.9297509,4.6643147,24.390987,0.2342192
52,0.01254848,-0.64356333,0.021994503,-0.074306935,0.2015888,-0.18315451,6.710696,-0.15923053,-0.073087916,-1.220324,0.043199234,-0.15942,-0.16236788,2.0841148,-0.23290396,0.80691874,-1.1522241,0.48988038,7.3555408,27.314575,0.039143987
53,0.006169608,-0.6368173,-0.019008396,0.22034387,-0.027480684,0.026472125,7.8562193,-0.16117997,-0.048002116,-1.8374584,-0.041858666,-0.14899638,-0.1246872,1.8700864,0.7660327,0.7004508,6.9352703,0.22011063,6.197232,35.925053,0.8640166
