,0,1,2,3,4,5,6,7,8,9,10
28,0.7878282,3.0608575,-0.11704882,-0.29981303,-0.27348503,-0.60336226,-0.06240076,-0.31615543,1.7663802,-0.17007048,14.689687
29,1.1471261,2.8856254,-0.13178492,-0.40027383,-0.1157978,-0.6392992,-0.16450167,-0.3645006,0.66926455,0.058468975,13.943566
30,-0.5774588,1.9896832,-0.08416883,-0.47742957,-0.087394096,-0.5001779,-0.63759893,0.03556539,-2.2567732,0.26886547,11.3847275
31,-0.46699408,1.8384913,-0.095442005,-0.492482,-0.09375876,-0.8047056,-0.6216806,-0.7810554,-2.6129804,0.18963449,10.818876
32,1.1446186,2.9173174,-0.12772582,-0.43291274,-0.120990895,-0.64165765,-0.18555324,-0.3645356,0.6303444,0.06442115,13.897208
33,0.17401844,1.8652397,-0.07946911,-0.42044112,-0.11569864,-0.5650151,-0.8030319,0.029698357,-2.4293664,0.03840292,11.102289
34,0.21451375,1.7054152,-0.096186355,-0.46477702,-0.115429394,-0.95801395,-0.75702333,-0.8397656,-2.4617298,-0.32463187,10.272405
35,0.067069694,1.7277429,-0.090361856,-0.43652952,-0.10896248,-0.6450834,-0.4329344,0.066829614,-2.4625356,-0.34876007,10.785278
36,-0.46407336,1.8122436,-0.089399695,-0.49600944,-0.09492601,-0.882728,-0.41247803,-0.7766162,-2.6296828,0.15928626,10.78103
37,-0.47086737,1.8572074,-0.09565285,-0.49298802,-0.09929688,-0.81783175,-0.4126261,-0.78305423,-2.6301556,0.10523788,10.71793
38,-0.3262153,3.562814,-0.13570237,-0.15063787,-0.2307119,-0.45826477,0.058848444,-0.33173138,2.8644173,-0.1576485,15.515805
39,-0.31058356,3.5302403,-0.14040907,0.23661211,-0.36247674,-0.43357462,0.04877142,-0.34580213,2.8384824,-0.16854507,15.318271
40,0.35806915,1.7539573,-0.134338,-0.3989457,-0.11322516,-0.8657338,-0.7553112,-0.8370243,-2.4745843,-0.2648191,10.300948
41,1.9609723,2.7706196,-0.07959393,-0.42489883,-0.19399518,-0.39266214,-0.7140837,-0.04561226,0.36584592,-0.05751823,13.851183
42,-0.47459322,1.8694319,-0.12994713,-0.4324637,-0.095851645,-0.8035928,-0.62001014,-0.783925,-2.613113,0.18863489,10.7733345
43,-0.47122228,1.9136375,-0.0970415,-0.51178324,-0.098130584,-0.8063219,-0.61942434,-0.78642976,-2.613447,0.14979216,10.848473
44,0.5542486,2.8031545,-0.12625794,-0.23316683,-0.27843237,-0.66930366,0.07013803,-0.30892253,0.93797755,-0.39683077,13.806681
45,1.8373224,2.659393,-0.12562552,-0.29719043,-0.19323228,-0.7449543,-0.5493311,-0.42062473,0.59765476,-0.45144105,13.329858
46,-0.32649082,3.5797932,-0.12647317,-0.2113008,-0.27968583,-0.44397327,0.04662518,-0.32880214,2.8677917,-0.1449928,15.578485
47,2.0723245,3.1679218,-0.08139441,-0.5481105,-0.26965722,-0.5662351,-0.50697845,-0.4028738,1.8587605,-0.31716263,14.69478
48,-0.31686607,3.5625978,-0.06595586,-0.279394,-0.28775746,-0.44273508,0.0566889,-0.27424306,2.8576672,-0.1461681,15.547142
49,-0.32908675,3.5943742,-0.13150904,-0.22037269,-0.28518966,-0.44156915,0.056685597,-0.33482653,2.864814,-0.1463987,15.584062
50,1.8840255,2.8088555,-0.08931597,-0.46806246,-0.19447945,-0.7636989,-0.5339644,-0.41534162,0.8266705,-0.21200173,13.629329
51,-0.44688907,1.8507359,-0.130539,-0.43061745,-0.119207434,-0.8838085,-0.7608007,-0.8354361,-2.6014,0.19684587,10.760931
52,-0.470229,1.8387133,-0.12765482,-0.43116727,-0.09122509,-0.80163705,-0.62172294,-0.7786655,-2.6110728,0.18850456,10.78406
53,-0.3291825,3.6072018,-0.12939198,-0.20794919,-0.24056564,-0.42100665,0.05205608,-0.3259096,2.863219,-0.15343788,15.495951
54,1.8480651,2.664413,-0.08059036,-0.4145849,-0.19643357,-0.73288316,-0.5411448,-0.4045299,0.6605133,-0.3785171,13.442802
55,0.07229801,1.608278,-0.09223206,-0.4299602,-0.11291426,-0.93956894,-0.39564678,-0.76112604,-2.823073,-0.3479751,10.174688
56,-0.47456223,1.8703101,-0.12968871,-0.43252417,-0.096065775,-0.8032992,-0.6199712,-0.78382707,-2.6130836,0.18818527,10.772432
57,0.072170466,1.6187721,-0.09507961,-0.4331223,-0.11306198,-0.9407568,-0.39634994,-0.75672793,-2.8239074,-0.3657142,10.18654
58,1.9396776,2.8467345,-0.09565449,-0.4688254,-0.19953118,-0.69827455,-0.5248697,-0.42074373,0.81422985,-0.27917102,13.558057
59,1.1518675,2.9076781,-0.08870849,-0.49566302,-0.11885158,-0.6342754,-0.39259955,-0.3611407,0.64823186,0.14527662,14.018723
60,-0.45236644,1.823791,-0.13254465,-0.17745219,-0.12125026,-0.8152907,-0.61778593,-0.7951958,-2.6278322,0.20141324,10.592414
61,-0.33478972,3.5964768,-0.13034219,-0.22310866,-0.2851332,-0.44735023,0.056466818,-0.33723706,2.846626,-0.15960424,15.628974
62,-0.32700044,3.5651531,-0.12870102,-0.22819766,-0.279831,-0.4445267,0.05634858,-0.33040494,2.8407366,-0.14540257,15.632809
63,1.6497245,2.668743,-0.13104017,-0.35886925,-0.18370609,-0.76104665,-0.17084977,-0.33766022,0.46389294,-0.3709352,13.388784
64,0.07120031,1.597302,-0.13194183,-0.35999164,-0.10765734,-0.93441087,-0.39707685,-0.7564791,-2.8227305,-0.3620178,10.156567
65,0.45772514,2.5282962,-0.12319252,-0.31133097,-0.17332941,-0.8220385,-0.10234538,-0.32051522,0.6424474,-0.14538881,13.586883
66,-0.3218754,3.5802894,-0.09397819,-0.283298,-0.28355765,-0.44694084,0.055592682,-0.33690023,2.8631763,-0.14740664,15.625878
67,-0.32042345,3.548901,-0.14057752,0.017615607,-0.29631686,-0.45844775,0.05099676,-0.33258033,2.8502383,-0.15947393,15.451046
68,-0.32428968,3.5664494,-0.100714065,-0.20482707,-0.27889377,-0.44124475,0.05189414,-0.28664446,2.8598316,-0.15079579,15.520215
69,1.6515394,2.7027626,-0.10013945,-0.42725337,-0.18688908,-0.76658356,-0.17161955,-0.34208533,0.46830234,-0.39034396,13.380016
70,0.46081972,2.6734097,-0.09401294,-0.3948258,-0.19009821,-0.76822895,-0.055007815,-0.3384045,0.93093574,-0.13785575,13.8776655
71,0.79179525,3.041886,-0.08307798,-0.3902318,-0.27976635,-0.6012954,-0.057451386,-0.3191002,1.7805573,-0.16320087,14.742305
72,-0.47037002,1.8393106,-0.123112425,-0.43263233,-0.0915284,-0.8038913,-0.6212175,-0.77814245,-2.6119902,0.18840846,10.783069
73,1.6522913,2.6721876,-0.12708518,-0.35842988,-0.1672796,-0.8097223,-0.17164467,-0.3356036,0.4687715,-0.37226823,13.405817
74,-0.5859948,2.0679958,-0.11920054,-0.45153552,-0.08625277,-0.49979976,-0.7246954,0.0149302455,-2.2916763,0.21822524,11.402535
75,0.77058953,3.1980305,-0.08847078,-0.53044736,-0.2925482,-0.516102,-0.42975307,-0.32516152,1.881064,0.23948939,15.194674
76,1.9437296,2.8158326,-0.09362252,-0.46555218,-0.19547482,-0.69651353,-0.52919906,-0.41607144,0.81578124,-0.27833986,13.571059
77,-0.47481903,1.8701881,-0.1294526,-0.4317046,-0.09572808,-0.80374837,-0.6201995,-0.78280205,-2.613837,0.18809848,10.771909
78,0.78786147,3.0919013,-0.090383366,-0.36217314,-0.27960145,-0.6055138,-0.061078195,-0.32717752,1.7676374,-0.17063299,14.711574
79,-0.4712861,1.870176,-0.09639311,-0.49441546,-0.09814129,-0.80647874,-0.61983734,-0.78629225,-2.6133897,0.18935263,10.804607
80,1.166363,2.8917487,-0.12937337,-0.16639796,-0.13751079,-0.6427328,-0.3909008,-0.37605855,0.645686,0.1561393,13.763574
81,1.8348571,2.6767528,-0.12679233,-0.30267802,-0.1989645,-0.74493927,-0.5480805,-0.41934317,0.59750354,-0.4508108,13.324321
82,-0.46407464,1.8543471,-0.13369128,-0.35407686,-0.050848372,-0.8152689,-0.60785705,-0.7865104,-2.6291447,0.2021196,10.662905
83,-0.32939106,3.5956888,-0.12787074,-0.21630266,-0.28285316,-0.44392258,0.04767772,-0.32806474,2.8662105,-0.14556783,15.575371
84,-0.32138187,3.5664246,-0.085150264,-0.29204074,-0.2850831,-0.44863382,0.055715974,-0.33223945,2.8592794,-0.14725134,15.641344
85,0.8871515,3.1708193,-0.12482758,-0.30490234,-0.27901077,-0.5227222,-0.43318382,-0.32030138,1.8279468,0.16679987,15.029495
86,0.7862401,3.0551944,-0.11739395,-0.32402322,-0.27368292,-0.6019658,-0.061187234,-0.3163213,1.7784852,-0.1832561,14.681001
87,-0.4713093,1.869786,-0.09658937,-0.4943604,-0.098109774,-0.80669993,-0.61977947,-0.7863548,-2.613348,0.18962696,10.805039
88,-0.47479647,1.8693504,-0.12946263,-0.43160462,-0.09603564,-0.8036668,-0.61929727,-0.78378785,-2.6125898,0.1879302,10.771865
89,-0.32542646,3.5956955,-0.094274566,-0.28783485,-0.28738812,-0.4475876,0.056314804,-0.33641177,2.8568265,-0.14787251,15.628938
90,1.8449196,2.806185,-0.13209437,-0.11555734,-0.24768646,-0.7149268,-0.49567425,-0.41318658,0.9273997,-0.3835773,13.388658
91,0.03347663,1.8858336,-0.09011525,-0.43647644,-0.110040925,-0.55545425,-0.79422265,0.06986295,-2.1143987,-0.10963323,10.969603
92,0.4624428,2.5418808,-0.09012049,-0.36758515,-0.19023748,-0.8035302,-0.103611976,-0.32527724,0.64216363,-0.14643528,13.597525
93,1.6555966,2.654885,-0.08811284,-0.4314542,-0.18737589,-0.7651453,-0.17081764,-0.33542,0.46719304,-0.37460417,13.432286
94,0.07489215,1.5931051,-0.09165482,-0.42754602,-0.107733935,-0.93949395,-0.39699534,-0.7576181,-2.8221936,-0.34846732,10.176468
95,1.7244097,2.7473083,-0.12540628,-0.23425281,-0.09290428,-0.40193427,-0.6659894,0.004029128,0.8077314,-0.2795321,13.628515
96,-0.4672341,1.8269292,-0.089516476,-0.49428096,-0.09362651,-0.81833404,-0.4117099,-0.7812128,-2.6287024,0.10536791,10.730225
97,-0.44403154,1.7169747,-0.097716995,-0.4953369,-0.12104764,-0.95784765,-0.76012397,-0.83844024,-2.5997922,-0.22237417,10.3762455
98,0.13205922,1.8921031,-0.11515781,-0.3505459,-0.1103021,-0.85484,-0.80990344,-0.088142596,-2.4474368,-0.0041205836,10.944682
99,0.1626154,1.7039872,-0.0900136,-0.4497541,-0.1167838,-0.8619362,-0.77008206,-0.75626236,-2.789568,-0.019258976,10.580412
100,-0.33193666,3.5554745,-0.13555908,-0.13954864,-0.22592282,-0.45546162,0.054987293,-0.33759764,2.8611805,-0.15831216,15.523677
101,0.154372,1.7313739,-0.12822104,-0.39314026,-0.10158177,-0.88628536,-0.76906776,-0.75632465,-2.787317,-0.018623754,10.548174
102,0.46229804,2.6587481,-0.08652485,-0.39531103,-0.16808002,-0.81222934,-0.05685805,-0.33481795,0.9316511,-0.15694445,13.883138
103,0.45623934,2.6644435,-0.12518215,-0.33190858,-0.1881056,-0.763516,-0.052400257,-0.3346254,0.93275833,-0.12012449,13.826821
104,1.2301311,2.9025314,-0.09917187,-0.46501622,-0.117512055,-0.8147992,-0.32517406,0.18139955,0.49663675,0.08845036,14.238332
105,-0.32143092,3.5664418,-0.085170016,-0.29205692,-0.28491095,-0.4486333,0.05571591,-0.33220625,2.8592668,-0.14732565,15.641293
106,0.7897324,3.0527468,-0.12642513,-0.3100189,-0.2568899,-0.6450993,-0.0581858,-0.3211535,1.788354,-0.16730542,14.716658
107,1.363296,3.2963436,-0.06795002,-0.6094558,-0.2134289,-0.6512612,-0.3318816,0.12261399,1.4286101,0.03774293,15.304084
108,1.1535306,2.8811328,-0.13078278,-0.17526607,-0.21813875,-0.7245096,-0.52624565,-0.43197882,0.6829543,0.18598276,13.805767
109,-0.32126433,3.566305,-0.08463365,-0.29044572,-0.28426692,-0.4478736,0.05598882,-0.33201784,2.863722,-0.14740829,15.632877
110,-0.3249389,3.5959713,-0.094871365,-0.2866302,-0.28674364,-0.4469432,0.056723967,-0.33623186,2.8633795,-0.148181,15.619444
111,-0.33066845,3.5583634,-0.13531777,-0.15117468,-0.21755084,-0.45929968,0.05439559,-0.33571202,2.8232393,-0.1668076,15.571514
112,-0.45242676,1.8242055,-0.13131621,-0.1735378,-0.11887421,-0.8155629,-0.6168482,-0.7926148,-2.6182482,0.19643024,10.576693
113,-0.3299169,3.386333,-0.091748476,-0.30248874,-0.27925545,-0.4491661,0.054719016,-0.3308062,2.9284017,-0.15646225,15.824266
114,-0.32045552,3.5522316,-0.09536039,-0.23000261,-0.27545065,-0.67971313,0.052772198,0.15043436,2.7090428,-0.16564327,15.798878
115,-0.46168098,1.8399258,-0.13773657,-0.16906221,-0.1515403,-0.82619244,-0.4068908,-0.792934,-2.6475098,0.11801917,10.513506
116,0.70075727,3.2350225,-0.08940951,-0.46897048,-0.28667554,-0.48249495,-0.42980298,-0.3284312,2.1408012,0.23694968,15.419372
117,1.8732619,2.6187687,-0.1094741,-0.22946684,-0.073792614,-0.48817918,-0.34293124,-0.018997595,0.32992712,-0.40340456,13.264854
118,1.1521894,2.8541305,-0.08753253,-0.4734738,-0.1195396,-0.64547384,-0.16482368,-0.3570508,0.6687998,0.08463522,13.997741
119,-0.5777069,1.9727087,-0.06940008,-0.48784643,-0.089671806,-0.50160134,-0.63869476,0.036724173,-2.2579572,0.2688982,11.398419
120,0.78506535,3.0482714,-0.12772743,-0.31557646,-0.276499,-0.59598994,-0.058811072,-0.320649,1.7822682,-0.1546625,14.696728
121,-0.33029014,3.374497,-0.08936895,-0.30357245,-0.28277937,-0.44801867,0.053060915,-0.32731527,2.9334006,-0.15506972,15.829343
122,-0.46819603,1.8395181,-0.094439045,-0.4875906,-0.09370731,-0.81781864,-0.41390163,-0.7842483,-2.6300328,0.10449553,10.7238245
123,0.789015,3.0360763,-0.11596187,-0.3188927,-0.27555683,-0.5981697,-0.05844659,-0.3154359,1.7861178,-0.15487601,14.688552
124,1.1369604,2.9262109,-0.096216686,-0.49430877,-0.19937032,-0.7143854,-0.5320179,-0.42021087,0.68795234,0.18472676,14.0231085
125,-0.471943,1.8520306,-0.12813677,-0.42709416,-0.09000054,-0.8032868,-0.6207616,-0.78496724,-2.6129122,0.18719354,10.77778
126,1.0494252,2.7525306,-0.08496771,-0.3932854,-0.12143955,-0.67882395,-0.4101405,-0.3632018,0.41482958,-0.030844087,13.816278
127,-0.33297804,3.4158459,-0.09343578,-0.30300128,-0.2846316,-0.44795692,0.053031616,-0.3321635,2.932674,-0.15077808,15.797264
128,1.1012733,3.1341546,-0.11149294,-0.29927838,-0.27778116,-0.23767711,-0.6163439,-0.09378413,1.6188892,0.120793484,15.045928
129,-0.46674773,1.8288841,-0.13190416,-0.37086788,-0.008657341,-0.80565876,-0.61466134,-0.79297495,-2.6325536,0.2041302,10.668906
130,-0.32557023,3.565384,-0.12232843,-0.2176701,-0.28024337,-0.4426693,0.046816565,-0.3242658,2.8662322,-0.14543302,15.59073
131,-0.47469586,1.8693644,-0.12990068,-0.4323454,-0.09587984,-0.80363977,-0.6200012,-0.7839862,-2.6131306,0.18886355,10.773255
132,0.5569507,2.7616277,-0.1251581,-0.16303587,-0.21890843,-0.68566084,0.06917709,-0.31184557,0.958147,-0.4281525,13.746146
133,1.1486925,2.888851,-0.12878692,-0.42720386,-0.09875143,-0.6845844,-0.18646403,-0.36241895,0.6301894,0.083234355,13.939471
134,0.36323473,1.7234504,-0.13218626,-0.34919596,-0.02723358,-0.87204725,-0.7486355,-0.836449,-2.4767342,-0.2645776,10.189754
135,0.78322405,3.0667682,-0.12446805,-0.3168846,-0.27942556,-0.5985385,-0.059632692,-0.3188095,1.7866117,-0.15666348,14.676551
136,1.0409948,2.7096364,-0.12265095,-0.23821798,-0.1327931,-0.76699,-0.55766577,-0.42024496,0.46263972,0.02387143,13.673691
137,-0.4244468,3.6228764,-0.09520198,-0.4318568,-0.2895189,-0.42100686,-0.029673764,-0.33818707,2.6658993,0.0008133284,15.914624
138,0.35938644,1.7723057,-0.09460376,-0.47017932,-0.12076136,-0.8712499,-0.75296307,-0.84033805,-2.4753146,-0.2648395,10.327545
139,0.5611463,2.7551947,-0.088389814,-0.39680988,-0.19354254,-0.69164836,-0.42881617,-0.34079415,0.98451966,0.19017614,14.246673
140,-0.33674613,3.5167413,-0.12947085,-0.28379643,-0.28083763,-0.4448594,0.060787786,-0.32786226,2.9100926,-0.15604796,15.898977
141,1.840873,2.6942036,-0.12424881,-0.35216418,-0.1984047,-0.72861886,-0.53978086,-0.40432557,0.6635297,-0.3779757,13.394021
142,0.5536205,2.9067183,-0.12122996,-0.2559247,-0.27338958,-0.6028563,-0.06450895,-0.31377667,1.2531825,-0.4086559,14.16492
143,0.5613957,2.8133996,-0.093073145,-0.32124805,-0.2772193,-0.67219085,0.04897578,-0.31337297,0.89351547,-0.4052032,13.8338995
144,-0.46752045,1.8294698,-0.12953354,-0.34341845,-0.036774788,-0.8158862,-0.616436,-0.7882746,-2.620727,0.20210412,10.664895
145,-0.32633907,3.5628185,-0.1357916,-0.14901511,-0.2309076,-0.45855263,0.05881733,-0.33162087,2.8618217,-0.15768555,15.517426
146,0.07569225,1.5808951,-0.08314523,-0.43577647,-0.109427445,-0.94036007,-0.39683753,-0.75265217,-2.8218172,-0.34829608,10.184492
147,-0.47498572,1.8653113,-0.12935673,-0.43393436,-0.078632355,-0.82897216,-0.62156475,-0.78310835,-2.6135278,0.18775001,10.788921
148,0.071013436,1.5863804,-0.12281318,-0.368846,-0.107484795,-0.9349929,-0.39949873,-0.7476488,-2.8236182,-0.36511564,10.165384
149,0.066752255,1.6725577,-0.13183317,-0.49706352,-0.10036964,-0.93701017,-0.33563873,-0.7509907,-2.8632948,-0.3861401,10.244575
150,-0.47487876,1.8663096,-0.12916179,-0.43650576,-0.07883349,-0.82888603,-0.6208478,-0.78367203,-2.612933,0.18797445,10.789338
151,1.148808,2.8849752,-0.1271678,-0.43064615,-0.11685953,-0.63996756,-0.18772678,-0.35877556,0.6305982,0.06403081,13.913267
152,1.8462758,2.8227234,-0.09227837,-0.4438749,-0.20021892,-0.7006202,-0.4972305,-0.41992775,0.93672544,-0.36941117,13.696822
153,-0.32983506,3.593973,-0.12106885,-0.19855624,-0.28228492,-0.4390288,0.055880528,-0.28842458,2.8571973,-0.15249738,15.515629
154,-0.47204342,1.8306808,-0.12799883,-0.4256479,-0.09028949,-0.8145062,-0.4155861,-0.7843693,-2.6301076,0.107918665,10.699855
155,0.46650845,2.515087,-0.08228751,-0.3711936,-0.1871327,-0.80360353,-0.104470976,-0.31907418,0.64095396,-0.14434047,13.60677
156,0.79427356,3.0391302,-0.080052,-0.3864667,-0.27758512,-0.60231483,-0.056839917,-0.31899267,1.7859876,-0.17774466,14.74302
157,0.36654803,1.7296368,-0.13648501,-0.33570787,-0.058074288,-0.8980612,-0.74661374,-0.8393727,-2.4874516,-0.2661015,10.24106
158,1.0145365,2.8673537,-0.0844828,-0.45133507,-0.1966118,-0.3978394,-0.68198735,-0.028669989,0.5840762,0.25711167,14.260941
159,1.7880472,2.7909713,-0.089311376,-0.44545978,-0.1944882,-0.7642383,-0.49450657,-0.41256997,0.9501791,-0.31051764,13.761262
160,0.07989416,1.5684637,-0.12989028,-0.11907834,-0.13867326,-0.9509977,-0.39690852,-0.76237637,-2.8279066,-0.37052807,10.000772
161,0.55004984,2.803783,-0.12578045,-0.22001837,-0.27845907,-0.6709467,0.0635809,-0.30826712,0.9562998,-0.4080404,13.797078
162,0.46019143,2.638432,-0.12186636,-0.3288248,-0.18486673,-0.762272,-0.054964583,-0.3296419,0.9298795,-0.13735546,13.855685
163,-0.46869346,1.8522377,-0.09501284,-0.48946673,-0.09204316,-0.8064403,-0.6212194,-0.7878966,-2.6114008,0.1890962,10.808744
164,-0.3257095,3.5660424,-0.11766114,-0.21920088,-0.28017625,-0.444768,0.04685603,-0.32402125,2.865869,-0.1450808,15.588826
165,1.2488142,2.85852,-0.06887579,-0.4780757,-0.11485505,-0.34079987,-0.3572339,-0.03710582,0.49243322,0.0712317,14.039331
166,-0.3212262,3.5664494,-0.08461039,-0.29046336,-0.2844555,-0.4478717,0.05604176,-0.33228946,2.863555,-0.14716381,15.633016
167,1.6527386,2.6847942,-0.09123864,-0.43160656,-0.19083777,-0.7670593,-0.16927893,-0.33846083,0.468191,-0.37197688,13.411765
168,0.5634063,2.7968802,-0.08584173,-0.32647866,-0.27869785,-0.6731847,0.049403906,-0.30796236,0.8980114,-0.40389302,13.837238
169,-0.32990026,3.3833032,-0.09572395,-0.2998855,-0.27996057,-0.44708663,0.053564433,-0.33262518,2.9359508,-0.15589982,15.8221445
170,-0.6087023,2.0362854,-0.104259916,-0.19268242,-0.09190837,-1.2402194,-0.46113065,0.22343248,-2.267664,0.21923919,11.285983
171,-0.4687279,1.851916,-0.0952788,-0.48891413,-0.09259741,-0.80642664,-0.62072486,-0.7878917,-2.6132545,0.18863378,10.811168
172,-0.33105364,3.593238,-0.12886527,-0.23316506,-0.28098074,-0.4431185,0.058827702,-0.33569667,2.829695,-0.15554757,15.637645
173,-0.31982714,3.5535722,-0.13739301,0.00934168,-0.29686797,-0.45855892,0.052326918,-0.3364083,2.8576665,-0.16263275,15.449754
174,-0.33143738,3.3918977,-0.1279366,-0.22606343,-0.25851533,-0.49369815,0.052481532,-0.32860562,2.9237006,-0.14429076,15.796345
175,-0.3266761,3.5646472,-0.12457642,-0.19709973,-0.28053448,-0.44355938,0.044573445,-0.32551834,2.8870628,-0.13595757,15.54862
176,1.1491827,2.8926072,-0.1254854,-0.42695743,-0.11705956,-0.6399875,-0.18735486,-0.35932595,0.63141006,0.060041357,13.903462
177,0.554542,2.8122234,-0.13258769,-0.22128072,-0.28144273,-0.67081904,0.06274751,-0.30934188,0.95479655,-0.4119808,13.8024235
178,0.5647822,2.776775,-0.12182441,-0.016589489,-0.28638703,-0.6837459,0.049705025,-0.31007928,0.8987424,-0.41886914,13.616373
179,-0.32555947,3.565386,-0.122283734,-0.21785922,-0.28019506,-0.44266897,0.0468361,-0.3244725,2.866785,-0.14527655,15.590291
180,1.0454149,2.7519555,-0.11976865,-0.32657078,-0.11903383,-0.67572594,-0.41105643,-0.35988572,0.41613424,-0.031248175,13.7801485
181,1.9334873,2.8780198,-0.12891726,-0.4026171,-0.196338,-0.6956475,-0.51572144,-0.4219337,0.85750836,-0.24127494,13.709888
182,1.8453978,2.62785,-0.120221205,-0.34875274,-0.19481865,-0.7262057,-0.5478541,-0.4019454,0.6548203,-0.36027446,13.428173
183,-0.46501327,1.8420774,-0.132349,-0.35365304,-0.044579085,-0.8262755,-0.39738634,-0.7861309,-2.6366575,0.10848786,10.569384
184,-0.32111874,3.566445,-0.08358085,-0.29033092,-0.28523436,-0.4486351,0.055514984,-0.33246583,2.8547893,-0.14738755,15.642985
185,-0.33572415,3.5768213,-0.13685295,-0.14159995,-0.23288006,-0.45587096,0.057358168,-0.33309895,2.8813353,-0.15820979,15.489692
186,1.2456344,2.8895905,-0.08378835,-0.475932,-0.12065564,-0.33919546,-0.35875583,-0.043404307,0.4891389,0.064710185,14.046478
187,0.46008962,2.5165586,-0.12236969,-0.30407056,-0.18576264,-0.796318,-0.10061516,-0.3224908,0.6406252,-0.13128407,13.562855
188,0.46476313,2.685551,-0.08699391,-0.4387557,-0.18642841,-0.7639496,-0.10180433,-0.32885283,0.87863857,-0.09812174,13.846018
