,total_no,year,huc,total_no_filled
635,67194842.0,2019,20503061204,67194842.0
636,0.0,2005,20600050508,80115567.5
637,0.0,2008,20600050508,80115567.5
638,114864550.0,2010,20600050508,114864550.0
639,110846098.0,2011,20600050508,110846098.0
640,102587912.0,2012,20600050508,102587912.0
641,111336358.0,2013,20600050508,111336358.0
642,112654296.0,2014,20600050508,112654296.0
643,117113064.0,2015,20600050508,117113064.0
644,104517048.0,2016,20600050508,104517048.0
645,80129290.0,2017,20600050508,80129290.0
646,60259814.0,2018,20600050508,60259814.0
647,47078380.0,2019,20600050508,47078380.0
648,0.0,2005,20801060603,28893670.0
649,0.0,2008,20801060603,28893670.0
650,45738094.0,2010,20801060603,45738094.0
651,46482578.0,2011,20801060603,46482578.0
652,33190800.0,2012,20801060603,33190800.0
653,33169762.0,2013,20801060603,33169762.0
654,40467908.0,2014,20801060603,40467908.0
655,29023192.0,2015,20801060603,29023192.0
656,28922824.0,2016,20801060603,28922824.0
657,25305328.0,2017,20801060603,25305328.0
658,34586040.0,2018,20801060603,34586040.0
659,29837514.0,2019,20801060603,29837514.0
660,0.0,2005,20600040401,40903778.166666664
661,0.0,2008,20600040401,40903778.166666664
662,54427378.0,2010,20600040401,54427378.0
663,56980614.0,2011,20600040401,56980614.0
664,50770524.0,2012,20600040401,50770524.0
665,54494814.0,2013,20600040401,54494814.0
666,59823446.0,2014,20600040401,59823446.0
667,62874916.0,2015,20600040401,62874916.0
668,60079800.0,2016,20600040401,60079800.0
669,49888448.0,2017,20600040401,49888448.0
670,26994082.0,2018,20600040401,26994082.0
671,14511316.0,2019,20600040401,14511316.0
672,0.0,2005,20801050104,77302126.83333333
673,0.0,2008,20801050104,77302126.83333333
674,121164132.0,2010,20801050104,121164132.0
675,118168576.0,2011,20801050104,118168576.0
676,116318966.0,2012,20801050104,116318966.0
677,120109032.0,2013,20801050104,120109032.0
678,106719186.0,2014,20801050104,106719186.0
679,91122006.0,2015,20801050104,91122006.0
680,90753290.0,2016,20801050104,90753290.0
681,65515562.0,2017,20801050104,65515562.0
682,49458046.0,2018,20801050104,49458046.0
683,48296726.0,2019,20801050104,48296726.0
684,0.0,2005,20600030703,362806223.6666667
685,0.0,2008,20600030703,362806223.6666667
686,517909070.0,2010,20600030703,517909070.0
687,561636656.0,2011,20600030703,561636656.0
688,558604564.0,2012,20600030703,558604564.0
689,548121448.0,2013,20600030703,548121448.0
690,572636798.0,2014,20600030703,572636798.0
691,464126746.0,2015,20600030703,464126746.0
692,407991838.0,2016,20600030703,407991838.0
693,268213748.0,2017,20600030703,268213748.0
694,255886626.0,2018,20600030703,255886626.0
695,198547190.0,2019,20600030703,198547190.0
696,0.0,2005,20700020302,153671289.66666666
697,0.0,2008,20700020302,153671289.66666666
698,167158590.0,2010,20700020302,167158590.0
699,215874160.0,2011,20700020302,215874160.0
700,222367116.0,2012,20700020302,222367116.0
701,269927428.0,2013,20700020302,269927428.0
702,289288794.0,2014,20700020302,289288794.0
703,229851938.0,2015,20700020302,229851938.0
704,184702096.0,2016,20700020302,184702096.0
705,103934362.0,2017,20700020302,103934362.0
706,88189654.0,2018,20700020302,88189654.0
707,72761338.0,2019,20700020302,72761338.0
708,0.0,2005,20700020802,32711678.5
709,0.0,2008,20700020802,32711678.5
710,64837428.0,2010,20700020802,64837428.0
711,44503784.0,2011,20700020802,44503784.0
712,37838354.0,2012,20700020802,37838354.0
713,39246960.0,2013,20700020802,39246960.0
714,43746142.0,2014,20700020802,43746142.0
715,40969548.0,2015,20700020802,40969548.0
716,37409352.0,2016,20700020802,37409352.0
717,39329152.0,2017,20700020802,39329152.0
718,28647812.0,2018,20700020802,28647812.0
719,16011610.0,2019,20700020802,16011610.0
720,0.0,2005,20802060906,31839155.0
721,0.0,2008,20802060906,31839155.0
722,50040242.0,2010,20802060906,50040242.0
723,51000264.0,2011,20802060906,51000264.0
724,40807564.0,2012,20802060906,40807564.0
725,47052180.0,2013,20802060906,47052180.0
726,46036568.0,2014,20802060906,46036568.0
727,48617900.0,2015,20802060906,48617900.0
728,40928812.0,2016,20802060906,40928812.0
729,21393876.0,2017,20802060906,21393876.0
730,23515728.0,2018,20802060906,23515728.0
731,12676726.0,2019,20802060906,12676726.0
732,0.0,2005,20801100503,94070449.33333333
733,0.0,2008,20801100503,94070449.33333333
734,112243884.0,2010,20801100503,112243884.0
735,118643062.0,2011,20801100503,118643062.0
736,117247046.0,2012,20801100503,117247046.0
737,129782824.0,2013,20801100503,129782824.0
738,142224756.0,2014,20801100503,142224756.0
739,130826826.0,2015,20801100503,130826826.0
740,124715140.0,2016,20801100503,124715140.0
741,95446850.0,2017,20801100503,95446850.0
742,84796626.0,2018,20801100503,84796626.0
743,72918378.0,2019,20801100503,72918378.0
744,0.0,2005,20502060602,90267246.33333333
745,0.0,2008,20502060602,90267246.33333333
746,134552694.0,2010,20502060602,134552694.0
747,121845510.0,2011,20502060602,121845510.0
748,111329292.0,2012,20502060602,111329292.0
749,131390222.0,2013,20502060602,131390222.0
750,145459038.0,2014,20502060602,145459038.0
751,135387120.0,2015,20502060602,135387120.0
752,120930582.0,2016,20502060602,120930582.0
753,80407674.0,2017,20502060602,80407674.0
754,59098248.0,2018,20502060602,59098248.0
755,42806576.0,2019,20502060602,42806576.0
756,0.0,2005,20700040409,182666197.83333334
757,0.0,2008,20700040409,182666197.83333334
758,279036106.0,2010,20700040409,279036106.0
759,285819756.0,2011,20700040409,285819756.0
760,244194300.0,2012,20700040409,244194300.0
761,284828910.0,2013,20700040409,284828910.0
762,300927812.0,2014,20700040409,300927812.0
763,247540094.0,2015,20700040409,247540094.0
764,213341154.0,2016,20700040409,213341154.0
765,136134656.0,2017,20700040409,136134656.0
766,104746354.0,2018,20700040409,104746354.0
767,95425232.0,2019,20700040409,95425232.0
768,0.0,2005,20700030106,362359667.0
769,0.0,2008,20700030106,362359667.0
770,477669332.0,2010,20700030106,477669332.0
771,500097662.0,2011,20700030106,500097662.0
772,523566110.0,2012,20700030106,523566110.0
773,556064520.0,2013,20700030106,556064520.0
774,578771880.0,2014,20700030106,578771880.0
775,480258858.0,2015,20700030106,480258858.0
776,425194520.0,2016,20700030106,425194520.0
777,299970042.0,2017,20700030106,299970042.0
778,284330004.0,2018,20700030106,284330004.0
779,222393076.0,2019,20700030106,222393076.0
780,0.0,2005,20600020409,139015470.66666666
781,0.0,2008,20600020409,139015470.66666666
782,154053106.0,2010,20600020409,154053106.0
783,159838900.0,2011,20600020409,159838900.0
784,162741314.0,2012,20600020409,162741314.0
785,216564872.0,2013,20600020409,216564872.0
786,267895540.0,2014,20600020409,267895540.0
787,221610890.0,2015,20600020409,221610890.0
788,159897608.0,2016,20600020409,159897608.0
789,115038524.0,2017,20600020409,115038524.0
790,115092788.0,2018,20600020409,115092788.0
791,95452106.0,2019,20600020409,95452106.0
792,0.0,2005,20801100307,347469025.3333333
793,0.0,2008,20801100307,347469025.3333333
794,540906934.0,2010,20801100307,540906934.0
795,577875094.0,2011,20801100307,577875094.0
796,548673506.0,2012,20801100307,548673506.0
797,523937070.0,2013,20801100307,523937070.0
798,505325726.0,2014,20801100307,505325726.0
799,408142032.0,2015,20801100307,408142032.0
800,343538852.0,2016,20801100307,343538852.0
801,251632858.0,2017,20801100307,251632858.0
802,258564956.0,2018,20801100307,258564956.0
803,211031276.0,2019,20801100307,211031276.0
804,0.0,2005,20801060503,91148060.16666667
805,0.0,2008,20801060503,91148060.16666667
806,148531646.0,2010,20801060503,148531646.0
807,142569988.0,2011,20801060503,142569988.0
808,115745470.0,2012,20801060503,115745470.0
809,119414898.0,2013,20801060503,119414898.0
810,121991438.0,2014,20801060503,121991438.0
811,101618740.0,2015,20801060503,101618740.0
812,87472784.0,2016,20801060503,87472784.0
813,85034826.0,2017,20801060503,85034826.0
814,100904576.0,2018,20801060503,100904576.0
815,70492356.0,2019,20801060503,70492356.0
816,0.0,2005,20801040104,148657358.5
817,0.0,2008,20801040104,148657358.5
818,170461420.0,2010,20801040104,170461420.0
819,176575142.0,2011,20801040104,176575142.0
820,182790458.0,2012,20801040104,182790458.0
821,238254178.0,2013,20801040104,238254178.0
822,281751718.0,2014,20801040104,281751718.0
823,226648762.0,2015,20801040104,226648762.0
824,187635102.0,2016,20801040104,187635102.0
825,135969694.0,2017,20801040104,135969694.0
826,108157960.0,2018,20801040104,108157960.0
827,75643868.0,2019,20801040104,75643868.0
828,0.0,2005,20600020207,266242045.83333334
829,0.0,2008,20600020207,266242045.83333334
830,401118736.0,2010,20600020207,401118736.0
831,434468540.0,2011,20600020207,434468540.0
832,418621816.0,2012,20600020207,418621816.0
833,386495352.0,2013,20600020207,386495352.0
834,382323008.0,2014,20600020207,382323008.0
835,328839404.0,2015,20600020207,328839404.0
836,299120044.0,2016,20600020207,299120044.0
837,197777878.0,2017,20600020207,197777878.0
838,192754784.0,2018,20600020207,192754784.0
839,153384988.0,2019,20600020207,153384988.0
840,0.0,2005,20700081003,146131326.16666666
841,0.0,2008,20700081003,146131326.16666666
842,314851096.0,2010,20700081003,314851096.0
843,267080548.0,2011,20700081003,267080548.0
844,192452524.0,2012,20700081003,192452524.0
845,198814886.0,2013,20700081003,198814886.0
846,213438612.0,2014,20700081003,213438612.0
847,166097568.0,2015,20700081003,166097568.0
848,124496810.0,2016,20700081003,124496810.0
849,101890286.0,2017,20700081003,101890286.0
850,100579590.0,2018,20700081003,100579590.0
851,73873994.0,2019,20700081003,73873994.0
852,0.0,2005,20801090406,92851012.0
853,0.0,2008,20801090406,92851012.0
854,108528556.0,2010,20801090406,108528556.0
855,102432096.0,2011,20801090406,102432096.0
856,104866280.0,2012,20801090406,104866280.0
857,140692178.0,2013,20801090406,140692178.0
858,149830526.0,2014,20801090406,149830526.0
859,136339952.0,2015,20801090406,136339952.0
860,124563078.0,2016,20801090406,124563078.0
861,85297094.0,2017,20801090406,85297094.0
862,86059734.0,2018,20801090406,86059734.0
863,75602650.0,2019,20801090406,75602650.0
864,0.0,2005,20700020204,76819985.83333333
865,0.0,2008,20700020204,76819985.83333333
866,124040132.0,2010,20700020204,124040132.0
867,107582858.0,2011,20700020204,107582858.0
868,91630384.0,2012,20700020204,91630384.0
869,97309018.0,2013,20700020204,97309018.0
870,105181654.0,2014,20700020204,105181654.0
871,110301696.0,2015,20700020204,110301696.0
872,104697026.0,2016,20700020204,104697026.0
873,78956908.0,2017,20700020204,78956908.0
874,58306388.0,2018,20700020204,58306388.0
875,43833766.0,2019,20700020204,43833766.0
876,0.0,2005,20801100603,54449687.166666664
877,0.0,2008,20801100603,54449687.166666664
878,72026404.0,2010,20801100603,72026404.0
879,64783066.0,2011,20801100603,64783066.0
880,64478318.0,2012,20801100603,64478318.0
881,75204578.0,2013,20801100603,75204578.0
882,73768146.0,2014,20801100603,73768146.0
883,73031846.0,2015,20801100603,73031846.0
884,71125306.0,2016,20801100603,71125306.0
885,63987846.0,2017,20801100603,63987846.0
886,53590386.0,2018,20801100603,53590386.0
887,41400350.0,2019,20801100603,41400350.0
888,0.0,2005,20700090503,19889368.666666668
889,0.0,2008,20700090503,19889368.666666668
890,37825440.0,2010,20700090503,37825440.0
891,37331470.0,2011,20700090503,37331470.0
892,29049876.0,2012,20700090503,29049876.0
893,29562220.0,2013,20700090503,29562220.0
894,32582260.0,2014,20700090503,32582260.0
895,34631140.0,2015,20700090503,34631140.0
896,20354340.0,2016,20700090503,20354340.0
897,7487710.0,2017,20700090503,7487710.0
898,5590454.0,2018,20700090503,5590454.0
899,4257514.0,2019,20700090503,4257514.0
900,0.0,2005,20802060505,47590187.5
901,0.0,2008,20802060505,47590187.5
902,89638408.0,2010,20802060505,89638408.0
903,76255978.0,2011,20802060505,76255978.0
904,56931738.0,2012,20802060505,56931738.0
905,57873542.0,2013,20802060505,57873542.0
906,56606812.0,2014,20802060505,56606812.0
907,51687368.0,2015,20802060505,51687368.0
908,53156112.0,2016,20802060505,53156112.0
909,55765186.0,2017,20802060505,55765186.0
910,45148158.0,2018,20802060505,45148158.0
911,28018948.0,2019,20802060505,28018948.0
912,0.0,2005,20801080104,70562138.33333333
913,0.0,2008,20801080104,70562138.33333333
914,104321418.0,2010,20801080104,104321418.0
915,97830874.0,2011,20801080104,97830874.0
916,90366724.0,2012,20801080104,90366724.0
917,102227016.0,2013,20801080104,102227016.0
918,99584850.0,2014,20801080104,99584850.0
919,92073764.0,2015,20801080104,92073764.0
920,79763610.0,2016,20801080104,79763610.0
921,76242430.0,2017,20801080104,76242430.0
922,58091846.0,2018,20801080104,58091846.0
923,46243128.0,2019,20801080104,46243128.0
924,0.0,2005,20503061107,76182958.83333333
925,0.0,2008,20503061107,76182958.83333333
926,115326410.0,2010,20503061107,115326410.0
927,110080628.0,2011,20503061107,110080628.0
928,94883620.0,2012,20503061107,94883620.0
929,101011028.0,2013,20503061107,101011028.0
930,96542790.0,2014,20503061107,96542790.0
931,97966362.0,2015,20503061107,97966362.0
932,91210272.0,2016,20503061107,91210272.0
933,70576622.0,2017,20503061107,70576622.0
934,72737906.0,2018,20503061107,72737906.0
935,63859868.0,2019,20503061107,63859868.0
936,0.0,2005,20700040102,338540827.3333333
937,0.0,2008,20700040102,338540827.3333333
938,454554152.0,2010,20700040102,454554152.0
939,482232630.0,2011,20700040102,482232630.0
940,505027308.0,2012,20700040102,505027308.0
941,545086628.0,2013,20700040102,545086628.0
942,563036708.0,2014,20700040102,563036708.0
943,455812346.0,2015,20700040102,455812346.0
944,385278562.0,2016,20700040102,385278562.0
945,251683640.0,2017,20700040102,251683640.0
946,230635128.0,2018,20700040102,230635128.0
947,189142826.0,2019,20700040102,189142826.0
948,0.0,2005,20801050604,149591212.83333334
949,0.0,2008,20801050604,149591212.83333334
950,173268538.0,2010,20801050604,173268538.0
951,180637464.0,2011,20801050604,180637464.0
952,181835036.0,2012,20801050604,181835036.0
953,256892588.0,2013,20801050604,256892588.0
954,288187588.0,2014,20801050604,288187588.0
955,212184592.0,2015,20801050604,212184592.0
956,168120210.0,2016,20801050604,168120210.0
957,124378306.0,2017,20801050604,124378306.0
958,120199946.0,2018,20801050604,120199946.0
959,89390286.0,2019,20801050604,89390286.0
960,0.0,2005,20700040305,336504572.0
961,0.0,2008,20700040305,336504572.0
962,455697228.0,2010,20700040305,455697228.0
963,481885284.0,2011,20700040305,481885284.0
964,490178064.0,2012,20700040305,490178064.0
965,539293602.0,2013,20700040305,539293602.0
966,559769088.0,2014,20700040305,559769088.0
967,458964940.0,2015,20700040305,458964940.0
968,386900806.0,2016,20700040305,386900806.0
969,250556346.0,2017,20700040305,250556346.0
970,227552316.0,2018,20700040305,227552316.0
971,187257190.0,2019,20700040305,187257190.0
972,0.0,2005,20802071002,85457914.16666667
973,0.0,2008,20802071002,85457914.16666667
974,143648534.0,2010,20802071002,143648534.0
975,138802516.0,2011,20802071002,138802516.0
976,126058870.0,2012,20802071002,126058870.0
977,111064420.0,2013,20802071002,111064420.0
978,115190808.0,2014,20802071002,115190808.0
979,91708550.0,2015,20802071002,91708550.0
980,94350034.0,2016,20802071002,94350034.0
981,85151016.0,2017,20802071002,85151016.0
982,64116826.0,2018,20802071002,64116826.0
983,55403396.0,2019,20802071002,55403396.0
984,0.0,2005,20801060403,51688919.666666664
985,0.0,2008,20801060403,51688919.666666664
986,83149818.0,2010,20801060403,83149818.0
987,76916212.0,2011,20801060403,76916212.0
988,62964606.0,2012,20801060403,62964606.0
989,66390258.0,2013,20801060403,66390258.0
990,62787014.0,2014,20801060403,62787014.0
991,61125466.0,2015,20801060403,61125466.0
992,57543664.0,2016,20801060403,57543664.0
993,54325236.0,2017,20801060403,54325236.0
994,48583674.0,2018,20801060403,48583674.0
995,46481088.0,2019,20801060403,46481088.0
996,0.0,2005,20801030703,50115620.333333336
997,0.0,2008,20801030703,50115620.333333336
998,64084418.0,2010,20801030703,64084418.0
999,68223132.0,2011,20801030703,68223132.0
1000,67722110.0,2012,20801030703,67722110.0
1001,79491146.0,2013,20801030703,79491146.0
1002,86158588.0,2014,20801030703,86158588.0
1003,71678362.0,2015,20801030703,71678362.0
1004,56250072.0,2016,20801030703,56250072.0
1005,49288290.0,2017,20801030703,49288290.0
1006,37848834.0,2018,20801030703,37848834.0
1007,20642492.0,2019,20801030703,20642492.0
1008,0.0,2005,20801020204,290208129.8333333
1009,0.0,2008,20801020204,290208129.8333333
1010,455919080.0,2010,20801020204,455919080.0
1011,423104984.0,2011,20801020204,423104984.0
1012,362027476.0,2012,20801020204,362027476.0
1013,467640374.0,2013,20801020204,467640374.0
1014,495276222.0,2014,20801020204,495276222.0
1015,375068338.0,2015,20801020204,375068338.0
1016,291630968.0,2016,20801020204,291630968.0
1017,221528822.0,2017,20801020204,221528822.0
1018,213653906.0,2018,20801020204,213653906.0
1019,176647388.0,2019,20801020204,176647388.0
1020,0.0,2005,20700041106,128556194.33333333
1021,0.0,2008,20700041106,128556194.33333333
1022,286235942.0,2010,20700041106,286235942.0
1023,224715374.0,2011,20700041106,224715374.0
1024,157228156.0,2012,20700041106,157228156.0
1025,153696992.0,2013,20700041106,153696992.0
1026,151954570.0,2014,20700041106,151954570.0
1027,128330466.0,2015,20700041106,128330466.0
1028,122486704.0,2016,20700041106,122486704.0
1029,112807822.0,2017,20700041106,112807822.0
1030,112446050.0,2018,20700041106,112446050.0
1031,92772256.0,2019,20700041106,92772256.0
1032,0.0,2005,20700020801,76301765.33333333
1033,0.0,2008,20700020801,76301765.33333333
1034,155819014.0,2010,20700020801,155819014.0
1035,124183206.0,2011,20700020801,124183206.0
1036,86782242.0,2012,20700020801,86782242.0
1037,88234206.0,2013,20700020801,88234206.0
1038,95335690.0,2014,20700020801,95335690.0
1039,87663236.0,2015,20700020801,87663236.0
1040,76252828.0,2016,20700020801,76252828.0
1041,77429554.0,2017,20700020801,77429554.0
1042,71084768.0,2018,20700020801,71084768.0
1043,52836440.0,2019,20700020801,52836440.0
1044,0.0,2005,20700100307,25101235.833333332
1045,0.0,2008,20700100307,25101235.833333332
1046,72199736.0,2010,20700100307,72199736.0
1047,42582948.0,2011,20700100307,42582948.0
1048,25487480.0,2012,20700100307,25487480.0
1049,27851730.0,2013,20700100307,27851730.0
1050,31801154.0,2014,20700100307,31801154.0
1051,22580536.0,2015,20700100307,22580536.0
1052,20536402.0,2016,20700100307,20536402.0
1053,19026050.0,2017,20700100307,19026050.0
1054,21937352.0,2018,20700100307,21937352.0
1055,17211442.0,2019,20700100307,17211442.0
1056,0.0,2005,20600060403,251772433.0
1057,0.0,2008,20600060403,251772433.0
1058,509133210.0,2010,20600060403,509133210.0
1059,449051848.0,2011,20600060403,449051848.0
1060,337824270.0,2012,20600060403,337824270.0
1061,338587758.0,2013,20600060403,338587758.0
1062,322004772.0,2014,20600060403,322004772.0
1063,261008048.0,2015,20600060403,261008048.0
1064,233998128.0,2016,20600060403,233998128.0
1065,205243946.0,2017,20600060403,205243946.0
1066,198093252.0,2018,20600060403,198093252.0
1067,166323964.0,2019,20600060403,166323964.0
1068,0.0,2005,20600020206,220837048.5
1069,0.0,2008,20600020206,220837048.5
1070,330735448.0,2010,20600020206,330735448.0
1071,309109296.0,2011,20600020206,309109296.0
1072,297737984.0,2012,20600020206,297737984.0
1073,352075142.0,2013,20600020206,352075142.0
1074,388466582.0,2014,20600020206,388466582.0
1075,301933740.0,2015,20600020206,301933740.0
1076,251751270.0,2016,20600020206,251751270.0
1077,170562434.0,2017,20600020206,170562434.0
1078,140288576.0,2018,20600020206,140288576.0
1079,107384110.0,2019,20600020206,107384110.0
1080,0.0,2005,20801030502,248424097.5
1081,0.0,2008,20801030502,248424097.5
1082,474412780.0,2010,20801030502,474412780.0
1083,466361178.0,2011,20801030502,466361178.0
1084,376653284.0,2012,20801030502,376653284.0
1085,376482934.0,2013,20801030502,376482934.0
1086,373958534.0,2014,20801030502,373958534.0
1087,306049740.0,2015,20801030502,306049740.0
1088,225981674.0,2016,20801030502,225981674.0
1089,139272714.0,2017,20801030502,139272714.0
1090,140604450.0,2018,20801030502,140604450.0
1091,101311882.0,2019,20801030502,101311882.0
1092,0.0,2005,20801060601,108159234.83333333
1093,0.0,2008,20801060601,108159234.83333333
1094,183094828.0,2010,20801060601,183094828.0
1095,160323096.0,2011,20801060601,160323096.0
1096,142021678.0,2012,20801060601,142021678.0
1097,156023172.0,2013,20801060601,156023172.0
1098,127010176.0,2014,20801060601,127010176.0
1099,121471472.0,2015,20801060601,121471472.0
1100,114019398.0,2016,20801060601,114019398.0
1101,102355710.0,2017,20801060601,102355710.0
1102,98394500.0,2018,20801060601,98394500.0
1103,93196788.0,2019,20801060601,93196788.0
1104,0.0,2005,20700020207,164132076.83333334
1105,0.0,2008,20700020207,164132076.83333334
1106,347136746.0,2010,20700020207,347136746.0
1107,292714348.0,2011,20700020207,292714348.0
1108,220281688.0,2012,20700020207,220281688.0
1109,220701580.0,2013,20700020207,220701580.0
1110,202584648.0,2014,20700020207,202584648.0
1111,171820890.0,2015,20700020207,171820890.0
1112,142267892.0,2016,20700020207,142267892.0
1113,129592294.0,2017,20700020207,129592294.0
1114,132957912.0,2018,20700020207,132957912.0
1115,109526924.0,2019,20700020207,109526924.0
1116,0.0,2005,20801040102,48979236.333333336
1117,0.0,2008,20801040102,48979236.333333336
1118,125705958.0,2010,20801040102,125705958.0
1119,101725868.0,2011,20801040102,101725868.0
1120,57568522.0,2012,20801040102,57568522.0
1121,55748932.0,2013,20801040102,55748932.0
1122,55602736.0,2014,20801040102,55602736.0
1123,47091664.0,2015,20801040102,47091664.0
1124,43644090.0,2016,20801040102,43644090.0
1125,42798808.0,2017,20801040102,42798808.0
1126,35872604.0,2018,20801040102,35872604.0
1127,21991654.0,2019,20801040102,21991654.0
1128,0.0,2005,20802010204,306352029.0
1129,0.0,2008,20802010204,306352029.0
1130,441164788.0,2010,20802010204,441164788.0
1131,443899222.0,2011,20802010204,443899222.0
1132,470100918.0,2012,20802010204,470100918.0
1133,468709466.0,2013,20802010204,468709466.0
1134,484390324.0,2014,20802010204,484390324.0
1135,400666152.0,2015,20802010204,400666152.0
1136,340686110.0,2016,20802010204,340686110.0
1137,233534802.0,2017,20802010204,233534802.0
1138,228719954.0,2018,20802010204,228719954.0
1139,164352612.0,2019,20802010204,164352612.0
1140,0.0,2005,20801100405,65112041.5
1141,0.0,2008,20801100405,65112041.5
1142,84392576.0,2010,20801100405,84392576.0
1143,87483670.0,2011,20801100405,87483670.0
1144,82204502.0,2012,20801100405,82204502.0
1145,86573444.0,2013,20801100405,86573444.0
1146,95289058.0,2014,20801100405,95289058.0
1147,73686568.0,2015,20801100405,73686568.0
1148,75091586.0,2016,20801100405,75091586.0
1149,71513032.0,2017,20801100405,71513032.0
1150,65878660.0,2018,20801100405,65878660.0
1151,59231402.0,2019,20801100405,59231402.0
1152,0.0,2005,20700020507,101271038.33333333
1153,0.0,2008,20700020507,101271038.33333333
1154,124598822.0,2010,20700020507,124598822.0
1155,164816774.0,2011,20700020507,164816774.0
1156,159830994.0,2012,20700020507,159830994.0
1157,172392570.0,2013,20700020507,172392570.0
1158,174220404.0,2014,20700020507,174220404.0
1159,140800124.0,2015,20700020507,140800124.0
1160,125182768.0,2016,20700020507,125182768.0
1161,61885680.0,2017,20700020507,61885680.0
1162,48084278.0,2018,20700020507,48084278.0
1163,43440046.0,2019,20700020507,43440046.0
1164,0.0,2005,20600050503,34212834.666666664
1165,0.0,2008,20600050503,34212834.666666664
1166,54471618.0,2010,20600050503,54471618.0
1167,48025718.0,2011,20600050503,48025718.0
1168,46850326.0,2012,20600050503,46850326.0
1169,50535660.0,2013,20600050503,50535660.0
1170,52864394.0,2014,20600050503,52864394.0
1171,47603606.0,2015,20600050503,47603606.0
1172,43047966.0,2016,20600050503,43047966.0
1173,39548760.0,2017,20600050503,39548760.0
1174,19069108.0,2018,20600050503,19069108.0
1175,8536860.0,2019,20600050503,8536860.0
1176,0.0,2005,20801100305,17182625.666666668
1177,0.0,2008,20801100305,17182625.666666668
1178,17171554.0,2010,20801100305,17171554.0
1179,17495724.0,2011,20801100305,17495724.0
1180,19275522.0,2012,20801100305,19275522.0
1181,21314206.0,2013,20801100305,21314206.0
1182,23321328.0,2014,20801100305,23321328.0
1183,18902204.0,2015,20801100305,18902204.0
1184,16401710.0,2016,20801100305,16401710.0
1185,18961684.0,2017,20801100305,18961684.0
1186,20226068.0,2018,20801100305,20226068.0
1187,33121508.0,2019,20801100305,33121508.0
1188,0.0,2005,20503020305,49410473.166666664
1189,0.0,2008,20503020305,49410473.166666664
1190,63336984.0,2010,20503020305,63336984.0
1191,64859172.0,2011,20503020305,64859172.0
1192,57893836.0,2012,20503020305,57893836.0
1193,64199612.0,2013,20503020305,64199612.0
1194,61051734.0,2014,20503020305,61051734.0
1195,64594770.0,2015,20503020305,64594770.0
1196,71305854.0,2016,20503020305,71305854.0
1197,55520896.0,2017,20503020305,55520896.0
1198,47904770.0,2018,20503020305,47904770.0
1199,42258050.0,2019,20503020305,42258050.0
1200,0.0,2005,20700020402,158423307.33333334
1201,0.0,2008,20700020402,158423307.33333334
1202,332926852.0,2010,20700020402,332926852.0
1203,287923824.0,2011,20700020402,287923824.0
1204,222386254.0,2012,20700020402,222386254.0
1205,214971614.0,2013,20700020402,214971614.0
1206,193745174.0,2014,20700020402,193745174.0
1207,159418746.0,2015,20700020402,159418746.0
1208,136830252.0,2016,20700020402,136830252.0
1209,131419800.0,2017,20700020402,131419800.0
1210,126814484.0,2018,20700020402,126814484.0
1211,94642688.0,2019,20700020402,94642688.0
1212,0.0,2005,20600040101,134414305.33333334
1213,0.0,2008,20600040101,134414305.33333334
1214,284537050.0,2010,20600040101,284537050.0
1215,239434278.0,2011,20600040101,239434278.0
1216,175543110.0,2012,20600040101,175543110.0
1217,173923440.0,2013,20600040101,173923440.0
1218,157484194.0,2014,20600040101,157484194.0
1219,136446462.0,2015,20600040101,136446462.0
1220,121753238.0,2016,20600040101,121753238.0
1221,120990308.0,2017,20600040101,120990308.0
1222,115487504.0,2018,20600040101,115487504.0
1223,87372080.0,2019,20600040101,87372080.0
1224,0.0,2005,20502040407,213719614.66666666
1225,0.0,2008,20502040407,213719614.66666666
1226,269328410.0,2010,20502040407,269328410.0
1227,279144462.0,2011,20502040407,279144462.0
1228,271046620.0,2012,20502040407,271046620.0
1229,309440142.0,2013,20502040407,309440142.0
1230,355577142.0,2014,20502040407,355577142.0
1231,326287098.0,2015,20502040407,326287098.0
1232,276196104.0,2016,20502040407,276196104.0
1233,183195790.0,2017,20502040407,183195790.0
1234,166151854.0,2018,20502040407,166151854.0
1235,128267754.0,2019,20502040407,128267754.0
1236,0.0,2005,20801040703,66309219.333333336
1237,0.0,2008,20801040703,66309219.333333336
1238,105174566.0,2010,20801040703,105174566.0
1239,101025386.0,2011,20801040703,101025386.0
1240,85435434.0,2012,20801040703,85435434.0
1241,98201310.0,2013,20801040703,98201310.0
1242,90038278.0,2014,20801040703,90038278.0
1243,89178480.0,2015,20801040703,89178480.0
1244,77576554.0,2016,20801040703,77576554.0
1245,54752480.0,2017,20801040703,54752480.0
1246,51829790.0,2018,20801040703,51829790.0
1247,42498354.0,2019,20801040703,42498354.0
1248,0.0,2005,20700110102,201278819.83333334
1249,0.0,2008,20700110102,201278819.83333334
1250,408138288.0,2010,20700110102,408138288.0
1251,393678118.0,2011,20700110102,393678118.0
1252,283240398.0,2012,20700110102,283240398.0
1253,260107120.0,2013,20700110102,260107120.0
1254,269680210.0,2014,20700110102,269680210.0
1255,213960846.0,2015,20700110102,213960846.0
1256,182347072.0,2016,20700110102,182347072.0
1257,144852102.0,2017,20700110102,144852102.0
1258,150042342.0,2018,20700110102,150042342.0
1259,109299342.0,2019,20700110102,109299342.0
1260,0.0,2005,20600020609,54176283.666666664
