tn
2.049
1.7443333333333333
0.6022
2.471
0.7685
0.8490000000000001
1.618
2.158
0.68
1.2455
0.688
5.95
4.112
1.0
0.611
0.92
1.823
1.26575
0.46
0.6809999999999999
0.7549
1.318
1.055
1.061
0.91
1.22
0.7979999999999999
4.27
0.6625000000000001
1.44
0.32
0.633
2.119
0.57
2.5
1.963533333333333
1.19
0.884
1.2205
0.5209999999999999
0.5515
1.465
0.91
2.857
1.11
1.675
0.991
0.6658
2.4885
3.1860000000000004
1.5630000000000002
1.955
0.65
3.0460000000000003
1.133
5.494
1.07
0.843
2.1536666666666666
2.12
0.59
0.51
1.3015
2.28
0.8809999999999999
0.77
0.5680000000000001
1.037
0.8220000000000001
0.6885
0.48
0.7332
1.42475
0.5705
1.146
0.61
2.107
1.6269999999999998
5.9129999999999985
0.34
5.0435
2.13
1.659
1.5530000000000002
2.724
0.5839
1.529
0.315
0.8440000000000001
5.001
0.75645
2.541
0.6
0.556
3.71
1.022
0.631
0.894
1.217
0.7905
1.919333333333333
2.6725000000000003
1.0635
0.56145
0.885
2.45
1.129
1.75
1.586
3.116
0.797
0.59
0.762
0.275
1.241
0.6946666666666667
0.42
1.263
0.37
0.934
2.18
0.917
0.999
1.6625
1.144
0.8406666666666666
1.116
0.7440000000000001
1.003
2.04
1.9423333333333328
2.004
6.519
2.696
0.75
3.574
1.2632
1.905
2.637
0.758
9.825
0.867
1.2495
0.59675
0.42
1.854
9.25
1.285
0.5537
0.5
4.9
1.166
0.5549999999999999
1.639
0.49665
0.922
0.8590000000000001
1.462
0.8759999999999999
1.608
1.453
2.05545
0.6245
1.6125
1.33
1.087
1.052
0.573
0.8740000000000001
0.469
0.855
1.32245
0.35
0.29
2.214
2.465666666666667
1.575
1.7933333333333332
1.102
2.04
0.26
0.665
1.176
0.42
1.7
3.592
1.8
0.8825
1.42
0.15
1.143
0.654
0.6015
1.27
0.11
1.859
0.5589999999999999
1.68
0.9798
1.3495
2.11
0.43165
2.411
2.29
1.51
0.29
1.95
0.73
1.043
0.7709999999999999
0.7809999999999999
4.474
1.558
0.511
0.475
0.904
1.891
0.8164999999999999
0.769
0.63
1.9546666666666668
0.94
0.456
1.396
0.85
0.5
2.028
0.6093333333333334
1.851
1.624
2.72
0.38095
0.5235
1.103
1.53
1.238
1.76
2.0545
0.301
0.9488
0.6160000000000001
0.968
0.868
0.22
3.14
0.5914999999999999
1.053
1.041
1.229
0.88
0.8875
1.849
0.59
0.5785
0.8819999999999999
0.581
0.865
1.101
0.88275
0.72
0.8035
1.35
1.716
1.018
4.897
1.0486
0.7205000000000001
2.79
0.9570000000000001
0.41
1.022
0.5585
0.722
2.12
0.6
0.21
0.5690999999999999
0.3755000000000001
1.022
0.82045
1.242
2.05
1.3019999999999998
2.009
1.1475
1.965
0.58
5.981
0.394
1.3030000000000002
0.86
1.1886666666666663
2.9515
1.35
2.0025
0.69
0.53
0.52
0.62
0.2931
0.921
0.3805
1.947
1.8025
0.434
2.442
3.87
3.939
0.5820000000000001
1.2819999999999998
2.645
1.17
1.3819999999999997
2.66
3.842
2.855
1.705
0.765
1.2635
3.0175
0.7110000000000001
0.745
2.0109
0.27
4.971
0.77
1.835
1.501
2.9
3.6
0.7040000000000001
1.8433333333333333
1.1822
1.253
0.9085
13.0
2.594
1.45
2.035
10.31
0.51
0.999
0.54
0.58425
2.7350000000000003
0.6779999999999999
0.6844999999999999
0.858
1.064
2.68
1.256
0.42
0.2985
1.7519999999999998
0.8094999999999999
1.96
0.4571
0.5456000000000001
0.866
6.8210000000000015
0.435
1.5895
0.6885
0.87
3.964
2.989
0.8534999999999999
0.5740000000000001
0.59
4.063
0.907
2.05
1.95
0.924
0.8888
0.81
1.1062
0.574
1.994
1.76
1.091
0.6096666666666667
1.776
0.589
0.529
0.5555
1.2360000000000002
0.74
0.287
1.118
1.082
0.5589999999999999
1.735
0.8300000000000001
0.735
1.4315
5.08
1.2207500000000002
3.47
0.24
1.844
0.57
1.018
0.8170000000000001
1.11545
0.7533333333333333
1.511
2.317
1.9562
6.1
1.431625
0.778
0.6755
3.554
3.637
0.498
0.775
1.376
0.463
0.565
0.7903333333333333
0.6154999999999999
0.66575
0.7859999999999999
0.6950000000000001
4.47
1.849
0.6126666666666667
1.605
0.73
5.092
0.6315
0.977
0.82
2.93
1.213
0.86
0.487
4.173
0.23
0.1
3.79
1.6030000000000002
0.472
0.38045
1.22
1.1496
4.52
0.7759999999999999
1.3715000000000002
0.84
0.501
0.6
1.785
0.853
4.5265
0.274
0.3745
0.8275
3.144
2.696
0.6125
1.159
0.975
1.89325
4.905
0.64275
3.553
6.21
0.46
1.6469999999999998
0.36
0.725
0.71885
1.6645
0.94
0.753
0.39
0.6
1.6709999999999998
0.2968
0.4713
2.2423333333333333
1.304
5.053
1.863
0.7814
1.161
1.877
2.887
4.007
0.46
0.7509999999999999
1.64
1.57
1.0
0.7150000000000001
0.7559999999999999
15.8
1.213
1.49
0.856
2.57
3.3585000000000003
3.398
3.817
0.5493333333333333
0.3672
0.82
3.196
1.6685
1.7080000000000002
5.572
2.655
4.60515
1.719
0.476
1.82
0.5941
1.31
1.833
0.72
4.28
0.919
1.093
0.95
3.363
0.4435
0.97
2.652
1.893
0.905
1.418
0.856
0.6659999999999999
1.516
0.4370000000000001
0.555
0.8340000000000001
0.6809999999999999
2.24
0.44
0.46675
2.52
1.14
0.47
0.48
1.481
0.63
2.55
1.901
0.7018
0.21
0.919
0.5189999999999999
1.119
0.66
2.31
0.54
1.369
0.66
0.51
1.7
2.231
1.36
4.376
2.905
1.6629999999999998
3.3
0.964
2.346
3.095
1.08
0.8105
1.226
0.6825
3.65
1.349
0.42
0.6275
0.76
0.768
0.23
0.63
1.97
5.75
0.42
0.532
2.702
2.135333333333333
0.7270000000000001
1.068
6.0565
0.6005
0.7827999999999999
0.6519999999999999
2.672
10.6
3.448
2.912
1.342
0.605
1.02
0.8652
0.87
0.479
2.6
0.6859999999999999
0.83
0.38
0.535
0.545
5.874
1.1424500000000002
3.342
0.91
0.6295
0.304
1.61
0.97
0.895
0.82
3.557
3.503
4.063
0.589
0.732
0.7490000000000001
0.922
0.711
1.112
0.36325
0.9645
1.163
