,features,importance
0,of_dist,0.372363888395853
1,lc_82,0.19945412724569642
2,lc_90,0.09012547897998731
3,lc_52,0.07650827869086303
4,precip48_narr,0.04218659560603428
5,precip24_narr,0.041425385928928464
6,lc_81,0.03913462248629994
7,week,0.036682168182002345
8,lc_95,0.03550640872987867
9,areaacres,0.03465108789038517
10,airtemp_narr,0.03196195786407145
