,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
44,-0.01744261,0.37833148,-0.015428845,-0.09880106,0.0066808937,-0.030801529,1.8808511,1.6065718,0.0019848181,-0.8955686,0.2308557,-1.2411624,-0.51456755,-1.096634,-0.0839904,-1.0496863,0.0016791978,-1.7988863,-0.78465396,1.1757737,-0.8898427,-1.085903,13.201955,-0.34232008
45,-0.014259164,0.36110187,-0.009747268,0.33182356,-0.01951414,-0.065414,3.1461346,2.655919,-0.1026865,-1.3986769,-1.2145805,-0.30946222,-1.0771984,-1.0705012,0.14766239,-0.69583577,-0.11091465,-1.5888815,-1.2943603,1.2559971,-0.9058282,4.5850773,18.000006,-0.039060075
46,-0.015790112,0.36988994,-0.016573504,-0.10621752,0.0056430334,-0.0311832,1.8794281,1.6058706,-0.0038132498,-0.8674715,0.23035006,-1.242072,-0.51124185,-1.0891417,-0.08887054,-1.0503043,0.006886378,-1.8585548,-0.7843689,1.1503377,-0.91684455,-1.0887449,13.378184,-0.34580025
47,-0.030242322,0.35145605,-0.008998535,0.37438935,-0.020890232,-0.05471749,3.146397,2.906648,-0.013969979,-1.6562449,-1.1764398,-0.5150796,-0.84582496,-1.0771537,0.30949292,-0.73125696,-0.06858308,-1.6295251,-0.77062064,1.2071515,-0.9254435,4.5873876,18.884941,-0.047356527
48,-0.027338972,0.33841318,-0.009671214,0.3611343,-0.019335708,-0.048434705,3.1925783,2.2463777,-0.0143153835,-1.6902405,-1.1674823,-0.51470876,-0.631419,-1.0336093,0.15516403,-0.7249589,-0.05167684,-1.9017456,-0.70987904,1.0168598,-0.8474856,4.1797233,18.611801,0.23883107
49,-0.015826473,0.36510032,-0.014586423,0.32448575,-0.018691579,-0.018257977,3.1488247,2.6659572,-0.013966846,-1.6054274,-1.1773816,-0.5156413,-0.8363913,-1.1487932,0.2950219,-0.77072656,-0.05481438,-1.6262329,-0.774407,1.2209162,-0.90717816,4.918122,19.174852,-0.00041989118
50,-0.03363206,0.330045,-0.009191573,0.33783212,-0.017512413,-0.025107678,3.5642304,2.3181207,-0.020128233,-1.7017788,-1.1843438,-0.5195639,-0.63551,-1.0365962,0.20214988,-0.8394492,-0.13148423,0.39862293,-0.57980764,1.0495479,-0.28768337,4.200051,20.657682,0.5577282
51,0.0047171228,0.32248855,-0.014382968,0.18441506,0.0068231234,-0.0126482295,3.1774364,2.544185,0.03780727,-1.2876188,-1.1561375,-0.5092283,-0.67063004,-1.2024485,0.08740535,-0.81064314,0.10302153,-2.1218388,-0.72857076,0.96250206,-0.8374827,3.3139355,17.914417,0.19052549
52,-0.029982708,0.33668813,-0.012103349,0.32297203,-0.028322838,-0.070652366,3.1672883,2.6319644,-0.020286063,-1.5702292,-1.0722909,-0.5158631,-0.83286846,-1.0705087,0.34308317,-0.7091406,-0.04415705,-1.606353,-0.77436584,1.1963092,-0.9172649,4.6249976,18.897783,-0.017585088
53,-0.023993682,0.42467794,-0.03672245,0.37592235,-0.02675065,-0.067276485,4.7568765,2.6281297,-0.02277636,-1.7997556,-1.1805844,-0.31328195,-1.1066711,-1.0790607,0.2020928,-0.9507791,-0.14214176,-1.4098045,4.3967824,1.1946586,-0.45039755,4.711855,23.598272,0.3772913
54,-0.037308738,0.33913943,-0.0101382835,0.37101233,-0.013768967,-0.06703397,3.2996528,2.6547039,-0.00870025,-1.716864,-1.0672097,-0.5143218,-0.84253293,-1.0817331,0.3574032,-0.76599604,-0.15083566,0.22139333,-0.71243525,1.2815608,-0.66922456,4.3697906,20.549547,-0.15133275
55,-0.018066002,0.37027904,-0.01456751,-0.06694624,0.008186062,-0.018178914,1.8816792,1.8974739,0.0075099696,-0.90636665,0.23481844,-1.2415478,-0.5261166,-1.0987875,-0.09252127,-1.0538651,0.03059976,-1.8071024,-0.78260535,1.1774591,-0.8772343,-1.091506,13.189084,-0.37249666
56,-0.019801911,0.3625505,-0.015661338,-0.058159012,0.0060552494,-0.017267918,1.8809059,1.878914,-0.00029393483,-0.8933633,0.2328696,-1.2416658,-0.5161845,-1.0877578,-0.08510442,-1.0558795,0.03891762,-1.8598388,-0.78263956,1.1490082,-0.91722375,-1.0891911,13.35595,-0.3693647
57,-0.01847683,0.3445491,-0.016395047,0.17789166,-0.019576488,-0.018599559,3.1507385,2.6717813,0.029952534,-1.1889323,-1.072891,-0.52444696,-0.83883244,-1.1429558,0.2747305,-0.7741351,-0.0021768028,-1.8778625,-0.77690077,1.1885785,-0.91125494,4.252039,18.651047,0.007824644
58,-0.025586128,0.39227557,-0.015848778,-0.11229565,0.0074997526,-0.019317223,2.0329244,1.6514871,0.015943943,-0.9601773,0.3353186,-1.2397839,-0.52163595,-1.1078875,-0.027193874,-1.0969474,-0.0046321275,0.23958136,-0.72310334,1.2336258,-0.6464053,-1.0662708,15.299677,-0.45438817
59,-0.03112254,0.34473965,-0.010728757,0.37470013,-0.01985599,-0.04987838,3.094116,2.5594225,-0.023989005,-1.6068549,-1.1738006,-0.46800032,-0.8323045,-0.8512217,0.05581007,-0.71418005,-0.05733627,-1.5764891,-0.80460376,1.2012283,-0.73222524,4.372315,18.40415,-0.06296183
60,-0.008954392,0.36282322,-0.009633134,0.32642218,-0.01314272,-0.05382713,3.1417575,2.650988,-0.10147356,-1.3094504,-1.1769776,-0.30942753,-1.078456,-1.0684875,0.1475291,-0.7162184,-0.06734619,-1.631849,-1.2934053,1.2122929,-0.93194616,4.564129,18.333231,-0.0028905584
61,-0.008270374,0.36105794,-0.008553662,0.32685477,-0.012640951,-0.053413555,3.141818,2.6374147,-0.104847856,-1.3012296,-1.264298,-0.50936157,-0.8291936,-1.0692605,0.31486103,-0.71600693,-0.09737325,-1.6309013,-0.77373624,1.2006285,-0.9411932,4.5841513,18.687546,-0.008941457
62,0.009065064,0.3317588,-0.015809765,0.119781986,0.0063943476,-0.011656271,3.1974561,2.2737198,0.034582805,-1.2869449,-1.161571,-0.30592898,-0.88455814,-1.2214224,0.08541204,-0.684553,0.100473315,-2.2200968,-1.2912935,0.94993824,-0.8305346,3.1156268,17.266804,0.16757648
63,-0.034515247,0.33006746,-0.01092258,0.37483215,-0.006656584,-0.016750297,3.303376,2.691137,-0.104298115,-1.4856844,-1.2256752,-0.5163297,-0.8320763,-1.0677218,0.2773595,-0.759658,-0.2284424,0.2182961,-0.71392846,1.2335227,-0.6661886,4.56053,20.44374,-0.13748749
64,-0.033452906,0.38263938,-0.014098224,-0.06466769,0.0090397345,-0.03098425,2.0350041,1.6523906,0.012956526,-0.97606266,0.22800681,-1.2407957,-0.52067924,-1.1086695,-0.026876694,-1.0968865,-0.074860856,0.24054429,-0.72403616,1.2130892,-0.6468378,-1.0452714,15.198292,-0.45865694
65,-0.03527288,0.3687084,-0.013711046,-0.06838731,0.010737841,-0.030978102,2.0354457,1.6488158,0.0045407517,-0.9450374,0.22903018,-1.2417529,-0.51952606,-1.1086805,-0.037973452,-1.097478,-0.07742108,0.24255681,-0.72466815,1.2232033,-0.6368637,-1.0457165,15.178657,-0.4598195
66,-0.01010769,0.36976415,-0.013842619,-0.06645963,0.0077831107,-0.014177584,2.7144914,1.343306,0.0367754,-1.2404209,0.19721062,-0.58585024,-0.5641075,-1.0181777,0.032512397,-0.8937844,0.04995131,-1.7581311,-0.8146932,0.81405866,-0.7068625,0.1216435,14.252094,0.03801746
67,-0.004242619,0.39455414,-0.012712995,-0.104502164,0.014544469,-0.015261509,1.8827611,1.6130155,-0.0726953,-0.693471,0.283403,-1.2339444,-0.5067282,-1.0826839,-0.0838714,-1.047943,0.050778285,-1.8569958,-0.784648,1.1538699,-0.9225253,-1.0793995,13.328999,-0.34988213
68,-0.011281264,0.3834499,-0.016318064,-0.11046092,0.00504678,-0.0175689,1.8826573,1.6065814,0.010924227,-0.9024035,0.33674917,-1.2391367,-0.5163262,-1.0966297,-0.07933791,-1.0486559,0.05592855,-1.8604783,-0.7835,1.1553134,-0.907832,-1.0955316,13.463259,-0.33701
69,-0.025769528,0.32020792,-0.015799932,0.33005074,-0.021865988,-0.018569645,3.297503,2.6905124,-0.016428005,-1.637283,-1.1690714,-0.51460713,-0.8363489,-1.15812,0.321228,-0.81992525,-0.121295005,0.24496198,-0.7166534,1.2536454,-0.62777877,5.1069875,21.13401,-0.12260389
70,-0.012690616,0.40183297,-0.014331055,-0.10598611,0.017058473,-0.01818135,2.0269027,1.6568042,-0.07321645,-0.6228223,0.10457753,-1.239519,-0.51443875,-1.0961928,-0.035452474,-1.0959697,-0.047709286,0.23513727,-0.72411597,1.2199036,-0.65831834,-1.0482851,15.019287,-0.46140477
71,-0.026467884,0.33763212,-0.01239214,0.32432744,-0.022227528,-0.06735819,3.144613,2.632236,-0.026521316,-1.5934701,-1.1763726,-0.5140439,-0.840176,-1.0774543,0.30706173,-0.72550344,-0.096895434,-1.637317,-0.7722264,1.2022433,-0.9194183,4.585691,18.88919,-0.010033261
72,-0.032675564,0.33121824,-0.011197476,0.3783593,-0.01403069,-0.021191983,3.2447407,2.6405642,-0.023607817,-1.6424237,-1.1823558,-0.47100547,-0.83767235,-0.84750855,0.038586665,-0.77367246,-0.13432065,0.21727045,-0.7447977,1.2874053,-0.46183133,4.3596992,19.993214,-0.18582678
73,-0.025595505,0.36465394,-0.016743908,-0.120595776,0.003374007,-0.03594663,2.0335596,1.1574937,0.007707462,-0.9382272,0.30626675,-1.2503898,-0.5571096,-1.3071003,0.3470621,-1.1004274,0.018023329,0.24370354,-0.72701836,0.8846688,-0.6608921,-2.1753294,14.225788,-0.016428184
74,-0.029919546,0.35385215,-0.010841249,0.3630843,-0.020897254,-0.05492747,3.1506,2.6329114,-0.013949332,-1.661397,-1.1774063,-0.51413393,-0.83857197,-1.0779432,0.30945176,-0.7233477,-0.09467409,-1.6293354,-0.77233005,1.2108444,-0.92639154,4.582219,18.85404,-0.010851142
75,0.009736556,0.38613358,-0.012851758,-0.11616767,0.009299024,-0.01732533,2.7865863,1.1429261,-0.049065176,-0.9222284,0.070233725,-0.84389716,-0.544246,-1.290557,0.2940071,-0.8944213,-0.020489432,-1.812384,-0.7867319,0.8042479,-0.9165431,0.35651323,14.592932,0.112688914
76,-0.01819686,0.3466204,-0.014103446,0.33350208,0.001955701,-0.053505607,3.2365196,2.6124372,-0.10813469,-1.3680271,-1.2667047,-0.469587,-0.83514524,-0.8495027,0.030167589,-0.75887007,-0.16790912,0.21092461,-0.74529845,1.2563889,-0.50377554,4.1377454,19.842531,-0.189939
77,-0.01616911,0.37996787,-0.015504705,-0.07300248,0.0069553135,-0.01773844,1.8856318,1.6060833,0.0067346017,-0.91711336,0.23310532,-1.2411011,-0.5148878,-1.0961919,-0.08357349,-1.047624,0.010087634,-1.8616416,-0.7829008,1.1577322,-0.90588754,-1.0930386,13.336308,-0.33780307
78,-0.031213954,0.3517358,-0.010983213,0.36516333,-0.022813763,-0.05439998,3.1505184,2.6313276,-0.014303384,-1.6670431,-1.1760871,-0.513975,-0.83795905,-1.07769,0.31922066,-0.72684926,-0.0950299,-1.569517,-0.77315766,1.2957516,-0.9310518,4.597198,18.721516,-0.01145907
79,-0.03501082,0.32076246,-0.010677954,0.3313415,-0.018822527,-0.0497656,3.0901132,2.5477903,-0.025233265,-1.641908,-1.1625991,-0.4687354,-0.84166,-0.84440553,0.039376296,-0.7398755,-0.16631797,-0.23980832,-0.797794,1.2676446,-0.6654454,4.1615663,19.474085,0.060492713
80,-0.016913418,0.37161854,-0.014928705,-0.07297364,0.004527476,-0.031871658,2.819207,1.7560182,0.03658886,-1.2654189,0.18713893,-0.8505959,-0.55584973,-1.2987647,0.29690692,-0.8030163,-0.0015193361,-1.8297647,-0.78526366,0.802401,-0.9032672,1.7304629,16.093693,0.48136607
81,-0.0061251926,0.37157336,-0.014776329,-0.104321726,0.022882571,-0.016243367,2.2757697,1.8871275,-0.06800217,-0.7089133,0.22118437,-1.2399982,-0.3091737,-1.1055784,-0.2055415,-1.125479,0.4262789,0.41256455,-0.6002028,1.0080643,-0.36897916,-0.87253284,16.047863,0.7650718
82,-0.011960787,0.40530577,-0.02202399,-0.06775913,0.02292968,-0.01689911,1.9368513,1.6170219,-0.06401681,-0.5969258,0.2148557,-0.97600585,-0.5143164,-0.9047616,0.004546061,-1.1039861,-0.017987782,0.23149136,-0.7534652,1.228847,-0.46813902,-0.9009658,14.966844,-0.5467773
83,-0.03210965,0.3953757,-0.01504884,-0.01418174,0.003977206,-0.024137126,1.9414157,1.8880795,0.011737861,-0.95399666,0.22957344,-0.97852933,-0.5648603,-0.9253982,0.006750611,-1.1131803,0.030233944,0.23514423,-0.7485364,1.2120973,-0.45708075,-1.0387126,14.89567,-0.5047507
84,-0.02254679,0.40764236,-0.02976756,0.3808904,-0.028746217,-0.05970426,4.758841,2.640895,-0.020167045,-1.6228093,-1.1780804,-0.31537357,-1.0925835,-1.073608,0.18422265,-0.6650946,-0.15190652,-1.428197,4.637438,1.1843951,-0.44635165,4.183578,24.230331,0.38270208
85,-0.018596688,0.36948338,-0.015949285,-0.03298311,0.0052293325,-0.026330257,1.8860326,1.2403753,-0.00080395595,-0.87537557,0.19335037,-1.2495931,-0.55336636,-1.2066787,-0.02872731,-1.0735226,0.050539955,-1.86387,-0.77915615,0.8925792,-0.89875525,-1.9034617,12.5300455,-0.3148015
86,-0.034601152,0.36914206,-0.013751815,-0.06743484,0.010882399,-0.019234493,2.0374994,1.6498725,0.0047159805,-0.94673395,0.2283443,-1.2416054,-0.51986784,-1.1073169,-0.04677504,-1.0976206,-0.05739124,0.24162747,-0.72444016,1.2038797,-0.61300224,-1.0600255,15.105444,-0.4598423
