,feature,importance
350,,2.1036999e-09
351,,6.9330696e-08
352,,1.4987995e-08
353,,0.0
354,,0.0
355,,0.0
356,,0.0031279118
357,,1.4671993e-09
358,,0.0
359,,0.0
360,,0.0
361,,0.0
362,,1.9248616e-07
363,,2.1335684e-07
364,,0.0
365,,3.913157e-07
366,,0.0
367,,0.0
368,,0.0
369,,2.5334828e-05
370,,4.3960812e-05
371,,1.8726325e-05
372,,4.0532508e-05
373,,3.8349102e-05
374,,1.8738057e-05
375,,2.9134322e-05
376,,4.5659504e-05
377,,1.3609385e-05
378,,1.721715e-05
379,,4.1363153e-05
380,,3.2062482e-05
381,,3.8813967e-05
382,,5.678423e-05
383,,6.0246475e-05
384,,6.090281e-05
385,,0.00016969956
386,,0.000105899606
387,,3.7801354e-05
388,,0.00014716861
389,,5.63924e-05
390,,4.462426e-05
391,,0.00013418727
392,,0.000110713656
393,,1.8694509e-05
394,,2.340749e-05
395,,3.9875256e-05
396,,3.747298e-05
397,,3.6357047e-05
398,,5.9634076e-05
399,,4.800832e-05
400,,3.8174756e-05
401,,0.0003591134
402,,3.8296414e-05
403,,3.5652687e-05
404,,4.3157335e-05
405,,5.7332534e-05
406,,5.8363268e-05
407,,4.1381554e-05
408,,4.0359133e-05
409,,5.0103004e-05
410,,7.146965e-05
411,,7.653017e-05
412,,5.0274615e-05
413,,0.000116298994
414,,5.403794e-05
415,,7.0748996e-05
416,,3.595237e-05
417,,4.0430336e-05
418,,3.481497e-05
419,,3.745528e-05
420,,2.035745e-05
421,,3.136822e-05
